Gene ID	Contig	Strand	Start	End	GeneType	description	GO-labels	protein domains	KOGid
Bathy01g00480	bathy_chrom_01	+	78568	80608	mRNA	predicted protein	GO:0016788;GO:0006629	PTHR14209: FAMILY NOT NAMED; IPR013831: Esterase, SGNH hydrolase-type, subgroup; IPR001087: Lipase, GDSL	NA
Bathy01g00490	bathy_chrom_01	+	81131	82540	mRNA	predicted protein	GO:0020037	IPR005804: Fatty acid desaturase, type 1; IPR001199: Cytochrome b5; IPR012171: Fatty acid/sphingolipid desaturase; PTHR19353: FAMILY NOT NAMED	NA
Bathy01g00500	bathy_chrom_01	-	82765	85773	mRNA	polyphosphate kinase	GO:0008976;GO:0009358;GO:0006799	G3DSA:3.30.1840.10: no description; IPR003414: Polyphosphate kinase; G3DSA:3.30.870.10: no description; SSF56024: Phospholipase D/nuclease	NA
Bathy01g00510	bathy_chrom_01	+	86101	87798	mRNA	unknown protein	NA	NA	NA
Bathy01g00520	bathy_chrom_01	+	87950	89947	mRNA	predicted protein	GO:0005524	G3DSA:3.40.50.300: no description; IPR018249: EF-HAND 2; IPR011992: EF-hand-like domain; SSF52540: P-loop containing nucleoside triphosphate hydrolases; SSF47473: EF-hand; IPR005654: ATPase, AFG1-like	NA
Bathy01g00530	bathy_chrom_01	+	90100	91851	mRNA	unknown protein	NA	IPR019149: Protein of unknown function DUF2048	NA
Bathy01g00540	bathy_chrom_01	-	92021	94564	mRNA	AAA family ATPase, CDC48 subfamily	GO:0005524	G3DSA:3.40.50.300: no description; IPR003593: ATPase, AAA+ type, core; IPR003959: ATPase, AAA-type, core; IPR003960: ATPase, AAA-type, conserved site; G3DSA:1.10.8.60: no description; SSF52540: P-loop containing nucleoside triphosphate hydrolases; PTHR23077: FAMILY NOT NAMED	NA
Bathy01g00550	bathy_chrom_01	-	94704	97850	mRNA	unknown protein	NA	NA	NA
Bathy01g00560	bathy_chrom_01	+	98186	98986	mRNA	predicted protein	NA	IPR011051: Cupin, RmlC-type; IPR014710: RmlC-like jelly roll fold	NA
Bathy01g00570	bathy_chrom_01	+	99374	101644	mRNA	isopropylmalate isomerase large subunit	GO:0009098;GO:0003861;GO:0009316	IPR018136: Aconitase family, 4Fe-4S cluster binding site; IPR001030: Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha; IPR015936: Homoaconitase/3-isopropylmalate dehydratase, small/large subunit; IPR000573: Aconitase A/isopropylmalate dehydratase small subunit, swivel; IPR015932: Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 2; IPR004430: 3-isopropylmalate dehydratase, large subunit; IPR015928: Aconitase/3-isopropylmalate dehydratase, swivel; IPR015937: Aconitase/isopropylmalate dehydratase; IPR004431: 3-isopropylmalate dehydratase, small subunit; IPR015931: Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3	NA
Bathy01g00580	bathy_chrom_01	-	101708	103024	mRNA	Protein farnesyltransferase, alpha subunit/protein geranylgeranyltransferase type I, alpha subunit (ISS)	NA	PTHR11129: FAMILY NOT NAMED; IPR008940: Protein prenyltransferase	NA
Bathy01g00590	bathy_chrom_01	+	103487	103981	mRNA	predicted protein	GO:0045454	IPR012335: Thioredoxin fold; PTHR18929: FAMILY NOT NAMED; IPR013766: Thioredoxin domain	NA
Bathy01g00600	bathy_chrom_01	-	104443	106755	mRNA	ATP-dependent chaperone ClpB	GO:0005524	PTHR11638: FAMILY NOT NAMED; IPR019489: Clp ATPase, C-terminal; IPR013093: ATPase, AAA-2; IPR003959: ATPase, AAA-type, core; G3DSA:3.40.50.300: no description; IPR003593: ATPase, AAA+ type, core; G3DSA:1.10.8.60: no description; IPR001270: Chaperonin ClpA/B; SSF52540: P-loop containing nucleoside triphosphate hydrolases	NA
Bathy01g00610	bathy_chrom_01	-	107193	107495	mRNA	unknown protein	NA	NA	NA
Bathy01g00620	bathy_chrom_01	+	107991	109583	mRNA	predicted protein	GO:0003824	IPR006674: Metal-dependent phosphohydrolase, HD subdomain; IPR023279: HD domain; IPR003607: Metal-dependent phosphohydrolase, HD domain; PTHR11373: FAMILY NOT NAMED	NA
Bathy01g00630	bathy_chrom_01	+	109917	111848	mRNA	zinc/iron permease	GO:0016020;GO:0055085;GO:0046873;GO:0030001	PTHR11065: FAMILY NOT NAMED; IPR003689: Zinc/iron permease	NA
Bathy01g00640	bathy_chrom_01	+	112081	115341	mRNA	predicted protein	NA	G3DSA:2.60.120.380: no description; IPR000209: Peptidase S8/S53, subtilisin/kexin/sedolisin; IPR022398: Peptidase S8/S53, subtilisin, active site; IPR015500: Peptidase S8, subtilisin-related; G3DSA:3.50.30.30: no description; IPR008979: Galactose-binding domain-like	NA
Bathy01g00650	bathy_chrom_01	-	115397	120658	mRNA	predicted protein	NA	IPR003137: Protease-associated domain, PA; G3DSA:2.60.120.380: no description; IPR000209: Peptidase S8/S53, subtilisin/kexin/sedolisin; IPR015500: Peptidase S8, subtilisin-related; IPR022398: Peptidase S8/S53, subtilisin, active site; G3DSA:3.50.30.30: no description; IPR008979: Galactose-binding domain-like	NA
Bathy01g00660	bathy_chrom_01	-	120779	122878	mRNA	predicted protein	GO:0008152;GO:0003824;GO:0005488	PTHR10953: UBIQUITIN-ACTIVATING ENZYME E1; IPR016040: NAD(P)-binding domain	NA
Bathy01g00670	bathy_chrom_01	+	123170	124657	mRNA	carboxyl-terminal protease	GO:0006508;GO:0008236	PTHR18868: FAMILY NOT NAMED; IPR005151: Peptidase S41; IPR001478: PDZ/DHR/GLGF; G3DSA:3.30.750.34: no description; G3DSA:2.30.42.10: no description; IPR004447: Peptidase S41A, C-terminal peptidase; G3DSA:3.90.226.10: no description	NA
Bathy01g00680	bathy_chrom_01	+	124740	125513	mRNA	predicted protein	NA	NA	NA
Bathy01g00690	bathy_chrom_01	-	125575	127409	mRNA	sialyltransferase	GO:0006486;GO:0030173;GO:0008373	PTHR13713: FAMILY NOT NAMED; IPR001675: Glycosyl transferase, family 29	NA
Bathy01g00700	bathy_chrom_01	+	127585	129651	mRNA	predicted protein	GO:0004497;GO:0055114	IPR003042: Aromatic-ring hydroxylase-like; IPR002938: Monooxygenase, FAD-binding; G3DSA:3.50.50.60: no description; PTHR13789: FAMILY NOT NAMED	NA
Bathy01g00710	bathy_chrom_01	-	129716	131185	mRNA	predicted protein	GO:0020037	IPR005804: Fatty acid desaturase, type 1; IPR001199: Cytochrome b5; PTHR19353: FAMILY NOT NAMED	NA
Bathy01g00720	bathy_chrom_01	-	131453	134473	mRNA	DNA mismatch repair protein msh-2	GO:0032302;GO:0005524;GO:0006298;GO:0030983;GO:0032301	IPR007860: DNA mismatch repair protein MutS, connector; IPR007861: DNA mismatch repair protein MutS, clamp; IPR007696: DNA mismatch repair protein MutS, core; PTHR11361: FAMILY NOT NAMED; G3DSA:3.40.50.300: no description; G3DSA:1.10.1420.10: no description; IPR000432: DNA mismatch repair protein MutS, C-terminal domain; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR011184: DNA mismatch repair protein, MSH2	NA
Bathy01g00730	bathy_chrom_01	+	135066	135509	mRNA	predicted protein	NA	NA	NA
Bathy01g00740	bathy_chrom_01	-	135822	137432	mRNA	predicted protein	GO:0006281	IPR007268: Rad9; G3DSA:3.70.10.10: no description	NA
Bathy01g00750	bathy_chrom_01	+	137627	139324	mRNA	short chain dehydrogenase	GO:0008152;GO:0016491	PTHR24322: FAMILY NOT NAMED; IPR020904: Short-chain dehydrogenase/reductase, conserved site; IPR016040: NAD(P)-binding domain; IPR002347: Glucose/ribitol dehydrogenase; IPR002198: Short-chain dehydrogenase/reductase SDR	NA
Bathy01g00760	bathy_chrom_01	-	139487	141202	mRNA	signal recognition particle protein	GO:0006614;GO:0005525	G3DSA:3.40.50.300: no description; IPR003593: ATPase, AAA+ type, core; IPR013822: Signal recognition particle, SRP54 subunit, helical bundle; IPR004780: Signal recognition particle, SRP; IPR004125: Signal recognition particle, SRP54 subunit, M-domain; IPR000897: Signal recognition particle, SRP54 subunit, GTPase; PTHR11564: FAMILY NOT NAMED	NA
Bathy01g00770	bathy_chrom_01	+	141442	148935	mRNA	predicted protein	NA	IPR021714: Ribosome 60S biogenesis N-terminal	NA
Bathy01g00780	bathy_chrom_01	-	149154	150238	mRNA	F0F1 ATP synthase subunit B'	GO:0015986;GO:0045263;GO:0015078	IPR002146: ATPase, F0 complex, subunit B/B', bacterial/chloroplast	NA
Bathy01g00790	bathy_chrom_01	+	150604	151353	mRNA	predicted protein	NA	G3DSA:2.60.40.1260: no description	NA
Bathy01g00800	bathy_chrom_01	-	151416	152535	mRNA	methionyl-tRNA synthetase	GO:0000049	IPR012340: Nucleic acid-binding, OB-fold; IPR002547: tRNA-binding domain; PTHR11586: FAMILY NOT NAMED	NA
Bathy01g00810	bathy_chrom_01	+	152687	153403	mRNA	predicted protein	GO:0008270	IPR002893: Zinc finger, MYND-type	NA
Bathy01g00820	bathy_chrom_01	-	153654	157292	mRNA	unnamed protein product	GO:0016020;GO:0006754;GO:0015662;GO:0005524	IPR023298: ATPase, P-type,  transmembrane domain; IPR023306: ATPase, cation-transporting, domain N; IPR005775: ATPase, P-type cation exchange, alpha subunit, eukaryotic; IPR008250: ATPase, P-type, ATPase-associated domain; IPR023299: ATPase, P-type, cytoplasmic domain N; PTHR24093: FAMILY NOT NAMED; IPR006069: ATPase, P-type cation exchange, alpha subunit; IPR005834: Haloacid dehalogenase-like hydrolase; IPR004014: ATPase, P-type cation-transporter, N-terminal; IPR023300: ATPase,  P-type, cytoplasmic transduction domain A; IPR001757: ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter; IPR018303: ATPase, P-type phosphorylation site; IPR006068: ATPase, P-type cation-transporter, C-terminal	NA
Bathy01g00830	bathy_chrom_01	-	157851	158537	mRNA	predicted protein	NA	IPR005304: Ribosomal biogenesis, methyltransferase, EMG1/NEP1	NA
Bathy01g00840	bathy_chrom_01	-	159029	159910	mRNA	predicted protein	GO:0000166	IPR018163: Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain; IPR018164: Alanyl-tRNA synthetase, class IIc, N-terminal; PTHR11777: FAMILY NOT NAMED	NA
Bathy01g00850	bathy_chrom_01	+	160128	161888	mRNA	predicted protein	NA	IPR003480: Transferase; IPR023213: Chloramphenicol acetyltransferase-like domain	NA
Bathy01g00860	bathy_chrom_01	-	161956	164676	mRNA	predicted protein	GO:0043169;GO:0005975;GO:0003824	IPR013781: Glycoside hydrolase, subgroup, catalytic core	NA
Bathy01g00870	bathy_chrom_01	+	165821	167464	mRNA	unnamed protein product	NA	NA	NA
Bathy01g00880	bathy_chrom_01	-	167551	169983	mRNA	vacuolar proton-inorganic pyrophosphatase	GO:0016020;GO:0004427;GO:0015992;GO:0009678	IPR004131: Pyrophosphate-energised proton pump	NA
Bathy01g00890	bathy_chrom_01	-	170457	171554	mRNA	unknown protein	NA	NA	NA
Bathy01g00900	bathy_chrom_01	+	171898	174159	mRNA	V-type H(+)-translocating pyrophosphatase	GO:0016020;GO:0004427;GO:0015992;GO:0009678	IPR004131: Pyrophosphate-energised proton pump	NA
Bathy01g00910	bathy_chrom_01	-	174344	176695	mRNA	predicted protein	GO:0005515	IPR001440: Tetratricopeptide TPR-1; IPR011990: Tetratricopeptide-like helical; PTHR12558: FAMILY NOT NAMED; IPR013026: Tetratricopeptide repeat-containing; IPR019734: Tetratricopeptide repeat	NA
Bathy01g00920	bathy_chrom_01	+	176962	177544	mRNA	predicted protein	NA	PTHR12146: FAMILY NOT NAMED; IPR005326: Plectin/S10, N-terminal	NA
Bathy01g00930	bathy_chrom_01	-	177760	179505	mRNA	phosphoglucomutase/phosphomannomutase family protein	GO:0005975;GO:0016868	IPR005846: Alpha-D-phosphohexomutase, alpha/beta/alpha domain III; IPR005845: Alpha-D-phosphohexomutase, alpha/beta/alpha domain II; IPR016055: Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III; SSF55957: Phosphoglucomutase, C-terminal domain; PTHR22573: FAMILY NOT NAMED; IPR005841: Alpha-D-phosphohexomutase; G3DSA:3.30.310.50: no description; IPR005844: Alpha-D-phosphohexomutase, alpha/beta/alpha domain I	NA
Bathy01g00940	bathy_chrom_01	-	179746	181188	mRNA	predicted protein	NA	IPR014854: Nse4	NA
Bathy01g00950	bathy_chrom_01	-	181519	183180	mRNA	predicted protein	GO:0016020	IPR004263: Exostosin-like; PTHR11062: FAMILY NOT NAMED	NA
Bathy01g00960	bathy_chrom_01	-	183390	184184	mRNA	predicted protein	GO:0006357;GO:0016592;GO:0016455	IPR019258: Mediator complex, subunit Med4	NA
Bathy01g00970	bathy_chrom_01	+	184417	185180	mRNA	unknown protein	NA	PTHR10900: PERIOSTIN-RELATED; IPR000782: FAS1 domain	NA
Bathy01g00980	bathy_chrom_01	-	185357	186091	mRNA	predicted protein	GO:0005783;GO:0016021	IPR008856: Translocon-associated beta	NA
Bathy01g00990	bathy_chrom_01	-	186394	187569	mRNA	predicted protein	NA	G3DSA:3.40.50.150: no description; IPR019410: Nicotinamide N-methyltransferase, putative; PTHR14614: FAMILY NOT NAMED	NA
Bathy01g01000	bathy_chrom_01	+	188037	190880	mRNA	predicted protein	NA	NA	NA
Bathy01g01010	bathy_chrom_01	+	191121	192185	mRNA	predicted protein	NA	IPR010775: Protein of unknown function DUF1365	NA
Bathy01g01020	bathy_chrom_01	-	192308	193360	mRNA	predicted protein	GO:0004806;GO:0006629	IPR002921: Lipase, class 3; PTHR21493: FAMILY NOT NAMED; G3DSA:3.40.50.1820: no description	NA
Bathy01g01030	bathy_chrom_01	-	193816	194109	mRNA	unknown protein	NA	NA	NA
Bathy01g01040	bathy_chrom_01	+	194215	194808	mRNA	Actin-related protein 2/3 complex subunit 4	GO:0005856;GO:0030041	SSF69645: Arp2/3 complex subunits; IPR008384: ARP23 complex 20kDa subunit; G3DSA:3.30.1460.20: no description	NA
Bathy01g01050	bathy_chrom_01	-	194946	196991	mRNA	unknown protein	NA	NA	NA
Bathy01g01060	bathy_chrom_01	+	197349	199223	mRNA	coproporphyrinogen III oxidase	GO:0003824;GO:0051536	PTHR13932: FAMILY NOT NAMED; IPR006638: Elongator protein 3/MiaB/NifB; IPR023404: Radical SAM, alpha/beta horseshoe; IPR007197: Radical SAM; IPR010723: HemN, C-terminal	NA
Bathy01g01070	bathy_chrom_01	-	199354	199632	mRNA	unknown protein	NA	NA	NA
Bathy01g01080	bathy_chrom_01	-	200442	201044	mRNA	Transcription initiation factor TFIID subunit 10	GO:0005634;GO:0003702;GO:0006352	IPR003923: Transcription initiation factor TFIID, 23-30kDa subunit	NA
Bathy01g01090	bathy_chrom_01	+	201388	203760	mRNA	predicted protein	NA	NA	NA
Bathy01g01100	bathy_chrom_01	-	203831	206038	mRNA	prolyl oligopeptidase	GO:0004252;GO:0006508	IPR001375: Peptidase S9, prolyl oligopeptidase, catalytic domain; IPR004106: Peptidase S9A/B/C, oligopeptidase, N-terminal beta-propeller; IPR002470: Peptidase S9A, prolyl oligopeptidase; G3DSA:3.40.50.1820: no description	NA
Bathy01g01110	bathy_chrom_01	-	206287	207759	mRNA	predicted protein	GO:0004664;GO:0009094	IPR001086: Prephenate dehydratase; PTHR21022: FAMILY NOT NAMED; IPR018528: Prephenate dehydratase, conserved site; SSF55021: ACT-like; G3DSA:3.40.190.10: no description; G3DSA:3.30.70.260: no description	NA
Bathy01g01120	bathy_chrom_01	+	207834	208157	mRNA	unknown protein	NA	NA	NA
Bathy01g01130	bathy_chrom_01	-	208351	209064	mRNA	unknown protein	NA	NA	NA
Bathy01g01140	bathy_chrom_01	-	209393	210652	mRNA	unknown protein	NA	NA	NA
Bathy01g01150	bathy_chrom_01	+	211386	212474	mRNA	predicted protein	NA	NA	NA
Bathy01g01160	bathy_chrom_01	-	212714	217021	mRNA	DNA repair protein Rad50	GO:0006281;GO:0005524;GO:0030870	G3DSA:3.40.50.300: no description; IPR009053: Prefoldin; SSF52540: P-loop containing nucleoside triphosphate hydrolases; PTHR18867: FAMILY NOT NAMED; IPR004584: Recombination/repair protein Rad50	NA
Bathy01g01170	bathy_chrom_01	+	217118	217624	mRNA	unknown protein	NA	NA	NA
Bathy01g01180	bathy_chrom_01	+	218059	219018	mRNA	predicted protein	NA	NA	NA
Bathy01g01190	bathy_chrom_01	-	219156	219710	mRNA	predicted protein	GO:0016020;GO:0006886;GO:0006605	IPR001901: Protein translocase complex, SecE/Sec61-gamma subunit; IPR005807: SecE subunit of protein translocation complex	NA
Bathy01g01200	bathy_chrom_01	-	219937	220710	mRNA	predicted protein	NA	PTHR22778: FAMILY NOT NAMED; SSF53474: alpha/beta-Hydrolases; IPR005645: Serine hydrolase; G3DSA:3.40.50.1820: no description	NA
Bathy01g01210	bathy_chrom_01	+	220943	223876	mRNA	unknown protein	NA	NA	NA
Bathy01g01220	bathy_chrom_01	-	224043	225188	mRNA	predicted protein	GO:0005524;GO:0016887	G3DSA:3.40.50.300: no description; IPR003593: ATPase, AAA+ type, core; IPR003439: ABC transporter-like; PTHR12847: FAMILY NOT NAMED	NA
Bathy01g01230	bathy_chrom_01	-	225349	227424	mRNA	unknown protein	NA	NA	NA
Bathy01g01240	bathy_chrom_01	+	227989	233412	mRNA	VIC family transporter: calcium ion channel	GO:0005515	SSF81324: Voltage-gated potassium channels; PTHR10037: VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM); IPR018249: EF-HAND 2; IPR005821: Ion transport; G3DSA:1.20.120.350: no description; IPR000048: IQ motif, EF-hand binding site	NA
Bathy01g01250	bathy_chrom_01	+	233734	236932	mRNA	myosin heavy chain	NA	NA	NA
Bathy01g01260	bathy_chrom_01	-	237016	239778	mRNA	Protein phosphatase 1, regulatory subunit, and related proteins (ISS)	GO:0005515	G3DSA:3.80.10.10: no description; IPR003591: Leucine-rich repeat, typical subtype; IPR001611: Leucine-rich repeat; PTHR24365: FAMILY NOT NAMED; SSF52047: RNI-like	NA
Bathy01g01270	bathy_chrom_01	+	240075	241589	mRNA	zinc transporter 9	GO:0016020;GO:0055085;GO:0006812;GO:0008324	PTHR13414: FAMILY NOT NAMED; G3DSA:1.20.1510.10: no description; IPR002524: Cation efflux protein	NA
Bathy01g01280	bathy_chrom_01	+	241767	243278	mRNA	unknown protein	GO:0005515	SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR000048: IQ motif, EF-hand binding site	NA
Bathy01g01290	bathy_chrom_01	-	243338	243979	mRNA	unknown protein	NA	NA	NA
Bathy01g01300	bathy_chrom_01	+	244504	245229	mRNA	predicted protein	NA	NA	NA
Bathy01g01310	bathy_chrom_01	+	245449	246810	mRNA	ribosomal RNA large subunit methyltransferase N	GO:0003824;GO:0051536	IPR004383: Ribosomal RNA large subunit methyltransferase RlmN;; IPR006638: Elongator protein 3/MiaB/NifB; IPR007197: Radical SAM; G3DSA:3.80.30.10: no description	NA
Bathy01g01320	bathy_chrom_01	-	246871	248559	mRNA	predicted protein	NA	G3DSA:3.30.70.890: no description; PTHR10457: MEVALONATE KINASE/GALACTOKINASE; IPR006203: GHMP kinase, ATP-binding, conserved site; IPR006204: GHMP kinase; IPR000705: Galactokinase; IPR006206: Mevalonate/galactokinase; IPR019741: Galactokinase, conserved site; IPR019539: Galactokinase galactose-binding domain; IPR020568: Ribosomal protein S5 domain 2-type fold; IPR014721: Ribosomal protein S5 domain 2-type fold, subgroup; IPR013750: GHMP kinase, C-terminal; SSF55060: GHMP Kinase, C-terminal domain	NA
Bathy01g01330	bathy_chrom_01	-	249082	249732	mRNA	predicted protein	NA	IPR001763: Rhodanese-like	NA
Bathy01g01340	bathy_chrom_01	+	249857	251188	mRNA	ornithine carbamoyltransferase	GO:0009348;GO:0006520;GO:0004585	IPR006132: Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding; IPR006130: Aspartate/ornithine carbamoyltransferase; G3DSA:3.40.50.1370: no description; PTHR11405: FAMILY NOT NAMED; IPR006131: Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain; IPR002292: Ornithine carbamoyltransferase	NA
Bathy01g01350	bathy_chrom_01	+	251393	252397	mRNA	unknown protein	NA	IPR004127: Prefoldin subunit; IPR009053: Prefoldin	NA
Bathy01g01360	bathy_chrom_01	-	252497	253789	mRNA	predicted protein	NA	PTHR10174: RETINALDEHYDE BINDING PROTEIN-RELATED; IPR001251: Cellular retinaldehyde-binding/triple function, C-terminal; G3DSA:1.10.8.20: no description; IPR008273: Cellular retinaldehyde-binding/triple function, N-terminal	NA
Bathy01g01370	bathy_chrom_01	+	254182	256098	mRNA	glyceraldehyde-3-phosphate dehydrogenase	NA	IPR020829: Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain; IPR020831: Glyceraldehyde/Erythrose phosphate dehydrogenase family; SSF51735: NAD(P)-binding Rossmann-fold domains; IPR006424: Glyceraldehyde-3-phosphate dehydrogenase, type I; G3DSA:3.30.360.10: no description; IPR020830: Glyceraldehyde 3-phosphate dehydrogenase, active site; IPR016040: NAD(P)-binding domain; IPR020828: Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain	NA
Bathy01g01380	bathy_chrom_01	-	256261	257428	mRNA	predicted protein	GO:0003723	IPR018111: K Homology, type 1, subgroup; IPR004087: K Homology; IPR004088: K Homology, type 1; G3DSA:3.30.1370.10: no description; PTHR10288: KH DOMAIN CONTAINING RNA BINDING PROTEIN	NA
Bathy01g01390	bathy_chrom_01	-	257560	258366	mRNA	PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein 	GO:0003676	IPR015880: Zinc finger, C2H2-like; PTHR24377: FAMILY NOT NAMED; IPR007087: Zinc finger, C2H2-type; IPR013087: Zinc finger, C2H2-type/integrase, DNA-binding; SSF57667: C2H2 and C2HC zinc fingers	NA
Bathy01g01400	bathy_chrom_01	+	258509	259219	mRNA	predicted protein	NA	NA	NA
Bathy01g01410	bathy_chrom_01	-	259281	264542	mRNA	UDP-glucose:glycoprotein glucosyltransferase	GO:0006486;GO:0003980	G3DSA:3.90.550.10: no description; IPR009448: UDP-glucose:Glycoprotein Glucosyltransferase; IPR002495: Glycosyl transferase, family 8; SSF53448: Nucleotide-diphospho-sugar transferases	NA
Bathy01g01420	bathy_chrom_01	+	264636	265286	mRNA	PREDICTED: hypothetical protein	NA	NA	NA
Bathy01g01430	bathy_chrom_01	-	265408	266160	mRNA	phosphomannomutase	NA	IPR005002: Eukaryotic phosphomannomutase; IPR006379: HAD-superfamily hydrolase, subfamily IIB; IPR023214: HAD-like domain	NA
Bathy01g01440	bathy_chrom_01	+	266244	268188	mRNA	enolase	GO:0000287;GO:0004634;GO:0006096;GO:0000015	PTHR11902: FAMILY NOT NAMED; SSF51604: Enolase C-terminal domain-like; G3DSA:3.20.20.120: no description; IPR020810: Enolase, C-terminal; IPR020811: Enolase, N-terminal; G3DSA:3.30.390.10: no description; IPR000941: Enolase; IPR020809: Enolase, conserved site	NA
Bathy01g01450	bathy_chrom_01	-	268383	269096	mRNA	unknown protein	NA	NA	NA
Bathy01g01460	bathy_chrom_01	+	269921	272524	mRNA	enolase (ISS)	GO:0006511;GO:0004221	SSF54001: Cysteine proteinases; IPR001394: Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2; PTHR24006: FAMILY NOT NAMED	NA
