Vocar.0001s0003.1	5-formyltetrahydrofolate cycloligase.
Vocar.0037s0117.1	mitochondrial ribosomal protein L4; imported to mitochondria.
Vocar.0037s0118.1	aldehyde dehydrogenase.
Vocar.0037s0132.1	Ca2+/H+ antiporter (Cax1); cation antiporter, CAX family antiporter, membrane protein.
Vocar.0037s0136.1	adenylate kinase (Adk7); adenylate kinases are phosphotransferases that catalyse the reversible reaction AMP + MgATP = ADP + MgADP.
Vocar.0037s0151.1	superoxide dismutase [Mn], manganese superoxide dismutase.
Vocar.0038s0026.1	heat shock protein 70B (HSP70B); mainly expressed in reproductive cells; reference: Nematollahi, G., Kianianmomeni, A. and Hallmann, A. (2006) BMC Genomics 7, 321 [PMID: 17184518]; Genbank entry EF123083.
Vocar.0038s0045.1	vacuolar ATP synthase, subunit C, vacuolar H+ ATPase V1 sector.
Vocar.0038s0046.1	splicing factor 3a, subunit 2.
Vocar.0039s0005.1	pumilio family (Puf) protein; contains pumilio-family RNA binding domains; the pumilio protein family is thought to repress gene expression by affecting mRNA translation or stability.
Vocar.0039s0005.2	pumilio family (Puf) protein; contains pumilio-family RNA binding domains; the pumilio protein family is thought to repress gene expression by affecting mRNA translation or stability.
Vocar.0039s0005.3	pumilio family (Puf) protein; contains pumilio-family RNA binding domains; the pumilio protein family is thought to repress gene expression by affecting mRNA translation or stability.
Vocar.0039s0005.4	pumilio family (Puf) protein; contains pumilio-family RNA binding domains; the pumilio protein family is thought to repress gene expression by affecting mRNA translation or stability.
Vocar.0039s0005.5	pumilio family (Puf) protein; contains pumilio-family RNA binding domains; the pumilio protein family is thought to repress gene expression by affecting mRNA translation or stability.
Vocar.0039s0005.6	pumilio family (Puf) protein; contains pumilio-family RNA binding domains; the pumilio protein family is thought to repress gene expression by affecting mRNA translation or stability.
Vocar.0039s0005.7	pumilio family (Puf) protein; contains pumilio-family RNA binding domains; the pumilio protein family is thought to repress gene expression by affecting mRNA translation or stability.
Vocar.0039s0005.8	pumilio family (Puf) protein; contains pumilio-family RNA binding domains; the pumilio protein family is thought to repress gene expression by affecting mRNA translation or stability.
Vocar.0039s0020.1	algal-CAM, splicing variant 3 (of 3); GPI-anchored variant (by homology); cell adhesion molecule; fasciclin/TGFbeta-induced; involved in cell recognition; extracellular; reference: Huber O, Sumper M. (1994) EMBO J. 13:4212-22 [PMID: 7925267]; Genbank entr
Vocar.0039s0084.1	mitochondrial substrate carrier, mitochondrial carrier protein (Mitc9).
Vocar.0040s0009.1	Microtubule plus-end binding protein; C. reinhardtii homolog localizes to the tips of the flagella and the proximal ends of basal bodies.
Vocar.0040s0086.1	Mg2+ transporter protein (Mrs4), metal ion transporter, CorA-like.
Vocar.0040s0089.1	T-complex protein 1, theta subunit (CCT8); TCP-1 theta subunit; subunit of cytosolic chaperonin complex.
Vocar.0040s0107.1	phosphoglycerate mutase; phosphoglycerate/bisphosphoglycerate mutase family protein.
Vocar.0041s0004.1	minichromosome maintenance protein 8, DNA replication protein.
Vocar.0041s0004.2	minichromosome maintenance protein 8, DNA replication protein.
Vocar.0041s0014.1	NADH:ubiquinone oxidoreductase B16.6 subunit. Contains a GRIM-19 domain (IPR009346); GRIM-19 was reported to encode a small protein primarily distributed in the nucleus and was able to promote cell deathby IFN- and RA. A bovine homologue of GRIM-19 was co
Vocar.0041s0017.1	Arf-related GTPase (Arf8) belongs to Arf/Sar1 GTPase family of small GTPases; GTP-binding protein.
Vocar.0041s0018.1	serine hydroxymethyltransferase.
Vocar.0041s0035.1	Delta-7-sterol-C5(6)-desaturase, Delta7-sterol-C5-desaturase (ERG3).
Vocar.0041s0035.2	Delta-7-sterol-C5(6)-desaturase, Delta7-sterol-C5-desaturase (ERG3).
Vocar.0041s0038.1	26S proteasome regulatory complex, base subcomplex, non-ATPase regulatory subunit rpn10 (subunit 4; subunit S5A; Psd4); multiubiquitin chain binding protein.
Vocar.0041s0082.1	eukaryotic translation initiation factor 3f.
Vocar.0041s0085.1	radial spoke protein 23; a spoke specific nucleotide diphosphate kinase.
Vocar.0042s0005.1	mitochondrial ribosomal protein S19; imported to mitochondria.
Vocar.0042s0027.1	Similar to MAD2 mitotic spindle assembly checkpoint protein.
Vocar.0042s0039.1	calvin cycle protein CP12; mainly expressed in reproductive cells; reference: Nematollahi, G., Kianianmomeni, A. and Hallmann, A. (2006) BMC Genomics 7, 321 [PMID: 17184518]; Genbank entry EF123078.
Vocar.0042s0044.1	acetylglucosaminyltransferase (Elg20); belongs to the family of exostosin-like glycosyltransferases.
Vocar.0042s0049.1	encodes protein similar to Arabidopsis actin-related protein Arp6.
Vocar.0042s0049.2	encodes protein similar to Arabidopsis actin-related protein Arp6.
Vocar.0042s0061.1	ribosomal protein S25; component of cytosolic 80S ribosome and 40S small subunit.
Vocar.0042s0063.1	Contains the Filamentation induced by cAMP protein Fic domain (IPR003812). The Fic (filamentation induced by cAMP) protein is involved in the synthesis of PAB or folate. It would appear that the Fic protein and cAMP are involved in a regulatory mechanism
Vocar.0042s0089.1	histone H3 (histone H3-6); reference: M ller, K. and Schmitt, R. (1988) Nucleic Acids Res. 16: 4121-4136 [PMID: 2836811].
Vocar.0042s0090.1	histone H4 (histone H4-6); reference: M ller, K. and Schmitt, R. (1988) Nucleic Acids Res. 16: 4121-4136 [PMID: 2836811].
Vocar.0042s0091.1	histone H3 (histone H3-7); reference: M ller, K. and Schmitt, R. (1988) Nucleic Acids Res. 16: 4121-4136 [PMID: 2836811].
Vocar.0042s0092.1	histone H4 (histone H4-7); reference: M ller, K. and Schmitt, R. (1988) Nucleic Acids Res. 16: 4121-4136 [PMID: 2836811].
Vocar.0042s0098.1	contains the CAS/CSE1, C-terminal(IPR005043) and the Importin-beta, N-terminal (IPR005043) domain.
Vocar.0043s0003.1	actin; reference: Cresnar, B., Mages, W., M ller,K., Salbaum,J.M. and Schmitt,R. (1990) Curr. Genet. 18: 337-346 [PMID: 2253273]; Genbank entry M33963.
Vocar.0043s0012.1	Putative phosphate transporter homolog type A-4, similar to yeast Pho84 H+/Pi symporter.
Vocar.0043s0030.1	20S proteasome alpha subunit B (type 2).
Vocar.0043s0062.1	2-oxoglutarate dehydrogenase (alpha-ketoglutarate dehydrogenase) E1 subunit (EC 1.2.4.2).
Vocar.0043s0070.1	ribosomal protein L8; component of cytosolic 80S ribosome and 60S large subunit.
Vocar.0043s0071.1	Arf-related GTPase (Arf4) belongs to Arf/Sar1 GTPase family of small GTPases; GTP-binding protein.
Vocar.0044s0014.1	pyruvate kinase; EC 2.7.1.40; catalyses the final step in glycolysis, which is the conversion of phosphoenolpyruvate to pyruvate with concomitant phosphorylation of ADP to ATP.
Vocar.0044s0014.2	pyruvate kinase; EC 2.7.1.40; catalyses the final step in glycolysis, which is the conversion of phosphoenolpyruvate to pyruvate with concomitant phosphorylation of ADP to ATP.
Vocar.0044s0027.1	mago nashi-like; component of the splicing-dependent exon-exon junction complex.
Vocar.0044s0033.1	copper chaperone; contains a heavy-metal-associated domain (HMA).
Vocar.0044s0035.1	small G-protein (yptV4); small G protein superfamily; GTP-binding protein; membrane associated protein; ras-like protein; reference: Fabry, S., Jacobsen, A., Huber, H., Palme, K. and Schmitt, R. (1993) Curr. Genet. 24: 229-240 [PMID: 8221932]; Genbank ent
Vocar.0044s0038.1	splicing factor U2AF, large subunit (RRM superfamily); U2 snRNP auxiliary factor.
Vocar.0045s0049.1	gamma tubulin interacting protein; gamma tubulin ring complex protein 4.
Vocar.0046s0033.1	pontin (ponA); mainly expressed in somatic cells; reference: Nematollahi, G., Kianianmomeni, A. and Hallmann, A. (2006) BMC Genomics 7, 321 [PMID: 17184518]; Genbank entry EF123086.
Vocar.0047s0029.1	very similar to C. reinhardtii intraflagellar transport protein IFT80.
Vocar.0047s0033.1	acetylglucosaminyltransferase (Elg9); belongs to the family of exostosin-like glycosyltransferases.
Vocar.0047s0069.1	minichromosome maintenance protein 2, DNA replication protein.
Vocar.0048s0010.1	pherophorin-V29; extracellular matrix protein (ECM protein, cell wall protein); belongs to the large pherophorin-family, a family of glycoproteins with a central hydroxyproline-rich (HR) domain; reference: Hallmann, A. (2006) Plant J. 45: 292-307 [PMID: 1
Vocar.0048s0013.1	pherophorin-V30; extracellular matrix protein (ECM protein, cell wall protein); belongs to the large pherophorin-family, a family of glycoproteins with a central hydroxyproline-rich (HR) domain; reference: Hallmann, A. (2006) Plant J. 45: 292-307 [PMID: 1
Vocar.0048s0016.1	pherophorin-V28; extracellular matrix protein (ECM protein, cell wall protein); belongs to the large pherophorin-family, a family of glycoproteins with a central hydroxyproline-rich (HR) domain; reference: Hallmann, A. (2006) Plant J. 45: 292-307 [PMID: 1
Vocar.0048s0023.1	ribosomal protein S14; component of cytosolic 80S ribosome and 40S small subunit.
Vocar.0048s0048.1	plastid / chloroplast ribosomal protein L4; imported to chloroplast; plastid / chloroplast large ribosomal subunit protein L4.
Vocar.0050s0015.1	Possible centrin. This is probably not the ortholog of Chlamydomonas VFL2 (see model 109845). centrin-related protein.
Vocar.0051s0011.1	basal body proteome protein UNC119.
Vocar.0051s0011.2	basal body proteome protein UNC119.
Vocar.0051s0020.1	NADPH-dependent thioredoxin reductase, similar to AtNTRA and AtNTRB targeted to cytosol and mitochondria in Arabidopsis due to alternative initiation of transcription.
Vocar.0051s0045.1	ribosomal protein L22; component of cytosolic 80S ribosome and 60S large subunit.
Vocar.0051s0047.1	ankyrin-repeat protein (Ank6); belongs to the large family of ankyrins, which contain a unique protein-protein interaction motif; ankyrin repeats are tandemly repeated modules of about 33 amino acids; ankyrin repeats fold into a helix-loop-helix structure
Vocar.0052s0021.1	mitochondrial ribosomal protein S9; imported to mitochondria.
Vocar.0053s0013.1	adenylate kinase (Adk6); adenylate kinases are phosphotransferases that catalyse the reversible reaction AMP + MgATP = ADP + MgADP.
Vocar.0053s0027.1	NADH:ubiquinone oxidoreductase (complex I) ND3 subunit.
Vocar.0053s0027.2	NADH:ubiquinone oxidoreductase (complex I) ND3 subunit.
Vocar.0053s0062.1	anti-silencing factor; silencing group A; homologous to yeast asf1; histone chaperone involved in gene silencing.
Vocar.0054s0009.1	mitochondrial ribosomal protein S12; imported to mitochondria.
Vocar.0054s0027.1	thioredoxin; thioredoxins are small ubiquitous oxidoreductases found in all free living organisms; they take part in thiol-disulfide exchange reactions; thioredoxins reduce disulfide bridges of various target proteins and are involved in a large variety o
Vocar.0054s0043.1	isocitrate dehydrogenase, NAD-dependent, possibly cytosolic.
Vocar.0054s0048.1	Activator and specificity factor for anaphase promoting complex. Cell cycle regulated E3 ubiquitin ligase. Related to CCS52 family from plants. Similar to CDC20/CCS52/fizzy related/Cdh1 family.
Vocar.0055s0003.1	Magnesium-chelatase subunit ChlD, chloroplast precursor (Mg-protoporphyrin IX chelatase) (Mg-chelatase subunit D); forms an ATP dependent complex with the ChlI subunit before acting on the protoporphyrin which is bound to the ChlH protein to insert magnes
Vocar.0055s0003.2	Magnesium-chelatase subunit ChlD, chloroplast precursor (Mg-protoporphyrin IX chelatase) (Mg-chelatase subunit D); forms an ATP dependent complex with the ChlI subunit before acting on the protoporphyrin which is bound to the ChlH protein to insert magnes
Vocar.0055s0009.1	mitochondrial pyruvate dehydrogenase kinase. (The Chlamydomonas ortholog is called: PDK3).
Vocar.0055s0016.1	Putative katanin p60 catalytic subunit; similar to C. reinhardtti KAT2.
Vocar.0056s0007.1	ribosomal protein L24; component of cytosolic 80S ribosome and 60S large subunit.
Vocar.0056s0007.2	ribosomal protein L24; component of cytosolic 80S ribosome and 60S large subunit.
Vocar.0056s0007.3	ribosomal protein L24; component of cytosolic 80S ribosome and 60S large subunit.
Vocar.0056s0026.1	Kif9 type kinesin-like protein; very similar to C. reinhardtii KLP1 (Kinesin-like protein 1), a kinesin associated with one of the central pair microtubules of the flagellar axoneme.
Vocar.0056s0027.1	uroporphyrinogen decarboxylase, chloroplast precursor.
Vocar.0056s0027.2	uroporphyrinogen decarboxylase, chloroplast precursor.
Vocar.0057s0007.1	similar to microtubule-associated protein MAP65, which binds tubulin dimers and promotes tubulin assembly/polymerization in Arabidopsis (PMID: 17394772).
Vocar.0057s0029.1	selenocysteine protein; TGA codon in same position as in Chlamydomonas. (The Chlamydomonas ortholog is called: SELT).
Vocar.0057s0039.1	superoxide dismutase (FSD1); iron superoxide dismutase; mainly expressed in reproductive cells; reference: Nematollahi, G., Kianianmomeni, A. and Hallmann, A. (2006) BMC Genomics 7, 321 [PMID: 17184518]; Genbank entry EF123080.
Vocar.0057s0041.1	superoxide dismutase [Fe], iron superoxide dismutase.
Vocar.0057s0046.1	related to plant homologs; ZIP family, subfamily I; (CrZIP2); PMID: 15710683; PMID: 16766055.
Vocar.0059s0011.1	nucleotide cyclase (Cyc10); member of the large guanylyl- and adenylyl cyclase family (E.C.4.6.1.1 / E.C.4.6.1.2); cyclic nucleotide synthesis; carries a conserved class III cyclase domain.
Vocar.0059s0015.1	plastid / chloroplast ribosomal protein L15; imported to chloroplast; plastid / chloroplast large ribosomal subunit protein L15.
Vocar.0059s0041.1	small cysteine-rich extracellular protein VCRP; inducible by the sex-inducer of Volvox carteri and by wounding; reference: Hallmann, A. (2007) Planta (in press) [PMID: 17431666]; Genbank entries DQ521275 (gene) and DQ521274 (mRNA).
Vocar.0060s0021.1	epsilon-COP; subunit of COP-I complex involved in vesicle trafficking.
Vocar.0061s0020.1	encodes predicted tubulin tyrosine ligase TtlG. encodes putative tubulin tyrosine ligase TtlH.
Vocar.0061s0025.1	copper amine oxidase; contains PTS1 canonical sequence.
Vocar.0061s0025.2	copper amine oxidase; contains PTS1 canonical sequence.
Vocar.0062s0012.1	mitochondrial ribosomal protein L13; imported to mitochondria.
Vocar.0062s0013.1	tRNA pseudouridine synthase, mitochondrial precursor.
Vocar.0062s0016.1	NADH:ubiquinone oxidoreductase 49 kD subunit, mitochondrial.
Vocar.0064s0024.1	encodes phospholipase D; homologous to a plant phospholipase that associates with tubulin and MTs and acts in phospholipase-based signaling.
Vocar.0064s0040.1	ribosomal protein S9; component of cytosolic 80S ribosome and 40S small subunit.
Vocar.0064s0040.2	ribosomal protein S9; component of cytosolic 80S ribosome and 40S small subunit.
Vocar.0065s0009.1	Plant specific cyclin dependent kinase; CDKB subfamily; PSTTLRE motif; mitotic regulator.
Vocar.0065s0012.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (isopentenyl diphosphate/dimethylallyl diphosphate synthase) (ispH) (lytB) [PMID:11004185]. (The Chlamydomonas ortholog is called: IDS).
Vocar.0065s0012.2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (isopentenyl diphosphate/dimethylallyl diphosphate synthase) (ispH) (lytB) [PMID:11004185]. (The Chlamydomonas ortholog is called: IDS).
Vocar.0065s0013.1	orthologous to the Chlamydomonas VFL1 (variable flagella 1) gene. In Chlamydomonas, vfl1 mutations alter number and position of basal bodies and the protein localizes to basal bodies and probasal bodies.
Vocar.0066s0006.1	very similar to C. reinhardtii BBS8, a tetratricopeptide repeat domain protein similar to Bardet Biedl Syndrome 8.
Vocar.0066s0009.1	ribosomal protein S30; component of cytosolic 80S ribosome and 40S small subunit.
Vocar.0067s0006.1	2-oxoglutarate dehydrogenase, E2 component.
Vocar.0068s0004.1	homologous to C-type cyclins; possible role in transcription.
Vocar.0072s0019.1	plastid / chloroplast ribosomal protein S20; imported to chloroplast; plastid / chloroplast small ribosomal subunit protein S20.
Vocar.0073s0006.1	pherophorin-V2; extracellular matrix protein (ECM protein, cell wall protein); belongs to the large pherophorin-family, a family of glycoproteins with a central hydroxyproline-rich (HR) domain; reference: Hallmann, A. (2006) Plant J. 45: 292-307 [PMID: 16
Vocar.0073s0007.1	pherophorin-V16; extracellular matrix protein (ECM protein, cell wall protein); belongs to the large pherophorin-family, a family of glycoproteins with a central hydroxyproline-rich (HR) domain; reference: Hallmann, A. (2006) Plant J. 45: 292-307 [PMID: 1
Vocar.0073s0007.2	pherophorin-V16; extracellular matrix protein (ECM protein, cell wall protein); belongs to the large pherophorin-family, a family of glycoproteins with a central hydroxyproline-rich (HR) domain; reference: Hallmann, A. (2006) Plant J. 45: 292-307 [PMID: 1
Vocar.0073s0015.1	eukaryotic translation initiation factor 3d.
Vocar.0073s0017.1	Gon32 is one of the putative targets of RegA [PMID: 10654090, AF110789]. Thylakoid membrane protein involved in cyclic electron flow, possibly as part of a ferredoxin-dependent quinone reduction pathway [PMID: 12176323, 15175756]. Arabidopsis mutant (pgr5
Vocar.0073s0025.1	thioredoxin-like protein; thioredoxins are small ubiquitous oxidoreductases found in all free living organisms; they take part in thiol-disulfide exchange reactions; thioredoxins reduce disulfide bridges of various target proteins and are involved in a la
Vocar.0074s0017.1	26S proteasome regulatory complex, base subcomplex, non-ATPase regulatory subunit Rpn1 (subunit 2; Psd2; PSMD2).
Vocar.0076s0002.1	Ortholog of conserved eukaryotic cell cycle kinase wee1. Negative regulator of CDK1/CDKA.
Vocar.0076s0004.1	Cyclin Dependent Kinase Chlamydomonas specific subfamily PVTSIRE motif.
Vocar.0076s0007.1	Apparent ortholog of C. reinhardtii FOR1; nucleates and catalyzes long chain actin filament formation from actin-profilin precursor complexes.
Vocar.0078s0011.1	ARR-B family transcription factor; ortholog to Chlamydomonas 113139.
Vocar.0080s0005.1	eukaryotic translation initiation factor 5.
Vocar.0080s0005.2	eukaryotic translation initiation factor 5.
Vocar.0083s0012.1	ankyrin-repeat protein (Ank1); belongs to the large family of ankyrins, which contain a unique protein-protein interaction motif; ankyrin repeats are tandemly repeated modules of about 33 amino acids; ankyrin repeats fold into a helix-loop-helix structure
Vocar.0084s0004.1	Encodes protein that is similar to putative Jordan transposition protein JtnpA; also similar to En/Spm TnpD.
Vocar.0084s0004.2	Encodes protein that is similar to putative Jordan transposition protein JtnpA; also similar to En/Spm TnpD.
Vocar.0086s0003.1	protein conserved only in organisms with motile cilia (Mot41); identified by comparative genomics as being present only in organisms having motile cilia.
Vocar.0086s0006.1	C1 subunit of circadian RNA-binding protein; similar to the circadian RNA-binding protein CHLAMY1 from Chlamydomonas reinhardtii [PMID: 15190002].
Vocar.0091s0004.1	NADH:ubiquinone oxidoreductase (complex I) B22 subunit, 14 kDa subunit, mitochondrial.
Vocar.0091s0013.1	acetylglucosaminyltransferase (Elg24); belongs to the family of exostosin-like glycosyltransferases.
Vocar.0096s0001.1	small G-protein (yptV3); small G protein superfamily; GTP-binding protein; membrane associated protein; ras-like protein; reference: Fabry, S., Jacobsen, A., Huber, H., Palme, K. and Schmitt, R. (1993) Curr. Genet. 24: 229-240 [PMID: 8221932]; Genbank ent
Vocar.0278s0001.1	one of possibly three genes similar to the Chlamydomonas LZY1B, late zygote, cysteine-rich protein.
