ID	type	annotation
kfl00008_0120	CDS	coatomer subunit beta
kfl00008_0130	CDS	hypothetical protein
kfl00008_0140	CDS	hypothetical protein
kfl00008_0150	CDS	Rho GTPase activating protein with PAK-box/P21-Rho-binding domain
kfl00008_0160	CDS	Nuclear protein COP1
kfl00008_0170	CDS	similar to high-affinity iron permease
kfl00008_0180	CDS	ammonium transporter 2
kfl00008_0190	CDS	hypothetical protein
kfl00008_0200	CDS	lipoxygenase
kfl00008_0210	CDS	isopentenyltransferase
kfl00008_0220	CDS	hypothetical protein
kfl00008_0230	CDS	hypothetical protein
kfl00008_0240	CDS	hypothetical protein
kfl00008_0250	CDS	hypothetical protein
kfl00008_0260	CDS	hypothetical protein
kfl00008_0270	CDS	hypothetical protein
kfl00008_0280	CDS	hypothetical protein
kfl00008_0290	CDS	hypothetical protein
kfl00008_0300	CDS	hypothetical protein
kfl00008_0310	CDS	Glutaredoxin family protein
kfl00008_0320	CDS	RPC37, POLR3E; DNA-directed RNA polymerase III subunit RPC5
kfl00008_0330	CDS	hypothetical protein
kfl00008_0340	CDS	hypothetical protein
kfl00008_0350	CDS	hypothetical protein
kfl00008_0360	CDS	ATP binding cassette subfamily B, MDR, PGP
kfl00008_0370	CDS	hypothetical protein
kfl00008_0380	CDS	hypothetical protein
kfl00008_0390	CDS	hypothetical protein
kfl00008_0400	CDS	hypothetical protein
kfl00008_0410	CDS	hypothetical protein
kfl00008_0420	CDS	hypothetical protein
kfl00008_0430	CDS	hypothetical protein
kfl00008_0440	CDS	Glucosidase I
kfl00008_0450	CDS	3-hydroxyacid dehydrogenase
kfl00008_0460	CDS	Hypothetical protein, putative tetraspanin family protein
kfl00008_0470	CDS	60S ribosomal protein L21
kfl00008_0480	CDS	hypothetical protein
kfl00008_0490	CDS	hypothetical protein
kfl00008_0500	CDS	ENTH/VHS family protein
kfl00008_0510	CDS	ribosomal protein S6 family protein
kfl00008_0520	CDS	QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7
kfl00008_0530	CDS	pheophorbide a oxygenase family protein. (PAO), Rieske [2Fe-2S] protein family
kfl00008_0540	CDS	Cupredoxin superfamily protein
kfl00008_0550	CDS	hypothetical protein
kfl00008_0560	CDS	pleiotropic drug resistance protein,ABC transporter G family
kfl00008_0570	CDS	hypothetical protein
kfl00008_0580	CDS	phoD; alkaline phosphatase D
kfl00008_0590	CDS	hypothetical protein
kfl00008_0600	CDS	hypothetical protein
kfl00009_0010p	CDS	hypothetical protein
kfl00009_0020	CDS	hypothetical protein
kfl00009_0030	CDS	Protein kinase-like domain containing protein
kfl00009_0040	CDS	hypothetical protein
kfl00009_0050	CDS	Tryptophan or tyrosine transporter protein
kfl00009_0060	CDS	hypothetical protein
kfl00009_0070	CDS	hypothetical protein
kfl00009_0080	CDS	hypothetical protein
kfl00009_0090	CDS	ADP-ribosylation factor family protein
kfl00009_0100	CDS	hypothetical protein
kfl00009_0110	CDS	Uracil-DNA glycosylase
kfl00009_0120	CDS	Eukaryotic aspartyl protease family protein
kfl00009_0130	CDS	hypothetical protein
kfl00009_0140	CDS	hypothetical protein
kfl00009_0150	CDS	FLS2; LRR receptor-like serine/threonine-protein kinase FLS2
kfl00009_0160	CDS	armadillo repeat-containing kinesin-like protein
kfl00009_0170	CDS	hypothetical protein
kfl00009_0180	CDS	hypothetical protein
kfl00009_0190	CDS	hypothetical protein
kfl00009_0200	CDS	Leucine rich repeat proteins, some proteins contain F-box
kfl00009_0210	CDS	hypothetical protein
kfl00009_0220	CDS	Protein phosphatase 2C family protein
kfl00009_0230	CDS	malate synthase
kfl00009_0240	CDS	hypothetical protein
kfl00009_0250	CDS	hypothetical protein
kfl00009_0260	CDS	hypothetical protein
kfl00009_0270	CDS	20S proteasome, regulatory subunit alpha protein
kfl00009_0280	CDS	Hypothetical protein, putative quinol-to-oxygen oxidoreductase, putative plastid terminal oxidase
kfl00009_0290	CDS	Tyrosyl-tRNA synthetase
kfl00009_0300	CDS	hypothetical protein
kfl00009_0310	CDS	hypothetical protein
kfl00009_0320	CDS	FYVE zinc finger domain containing protein
kfl00009_0330	CDS	hypothetical protein
kfl00009_0340	CDS	hypothetical protein
kfl00009_0350	CDS	hypothetical protein
kfl00009_0360	CDS	hypothetical protein
kfl00009_0370	CDS	hypothetical protein
kfl00009_0380	CDS	hypothetical protein
kfl00009_0390	CDS	hypothetical protein
kfl00009_0400	CDS	hypothetical protein
kfl00009_0410	CDS	hypothetical protein
kfl00009_0420	CDS	citrate synthase
kfl00009_0430	CDS	hypothetical protein
kfl00009_0440	CDS	hypothetical protein
kfl00009_0450	CDS	ATP-dependent RNA helicase
kfl00009_0460	CDS	Amidase family protein
kfl00009_0470	CDS	hypothetical protein
kfl00009_0480	CDS	hypothetical protein
kfl00009_0490	CDS	hypothetical protein
kfl00009_0500	CDS	light harvesting chlorophyll a b-binding protein, lhca1-like protein
kfl00009_0510	CDS	light harvesting chlorophyll a b-binding protein, lhca1-like protein
kfl00009_0520	CDS	Trypsin family protein with PDZ domain
kfl00009_0530	CDS	hypothetical protein
kfl00009_0540	CDS	Zinc-binding oxidoreductase
kfl00009_0550	CDS	putative DJ-1 family protein
kfl00009_0560	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00009_0570	CDS	hypothetical protein
kfl00009_0580	CDS	PPX1; exopolyphosphatase
kfl00009_0590	CDS	Zinc finger, RING-CH-type, domain containing protein
kfl00009_0600	CDS	hypothetical protein
kfl00009_0610	CDS	hypothetical protein
kfl00009_0620	CDS	Pentatricopeptide repeat domain containing
kfl00009_0630	CDS	hypothetical protein
kfl00009_0640	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00009_0650	CDS	hypothetical protein
kfl00009_0660	CDS	hypothetical protein
kfl00009_0670	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00009_0680	CDS	hypothetical protein
kfl00009_0690	CDS	hypothetical protein
kfl00009_0700	CDS	hypothetical protein
kfl00009_0710	CDS	hypothetical protein
kfl00009_0720	CDS	Serine/threonine protein kinase
kfl00009_0730	CDS	Cytochrome c
kfl00009_0740	CDS	aldo keto reductase, putative
kfl00009_0750	CDS	hypothetical protein
kfl00009_0760	CDS	trigger factor type chaperone family protein
kfl00009_0770	CDS	hypothetical protein
kfl00009_0780	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00010_0010p	CDS	hypothetical protein
kfl00010_0020	CDS	hypothetical protein
kfl00010_0030	CDS	GTP-binding protein of EngA family
kfl00010_0040	CDS	hypothetical protein
kfl00010_0050	CDS	hypothetical protein
kfl00010_0060	CDS	hypothetical protein
kfl00010_0070	CDS	Chloramphenicol acetyltransferase-like domain containing protein
kfl00010_0080	CDS	cytochrome P450
kfl00010_0090	CDS	hypothetical protein
kfl00010_0100	CDS	phospholipid-transporting ATPase 9
kfl00010_0110	CDS	delta(3,5), delta(2,4)-dienoyl-CoA isomerase
kfl00010_0120	CDS	hypothetical protein
kfl00010_0130	CDS	fucosyltransferase
kfl00010_0140	CDS	WD-40 repeat domain-containing protein
kfl00010_0150	CDS	Profilin
kfl00010_0160	CDS	AIR9 protein
kfl00010_0170	CDS	CYP51; cytochrome P450, family 51 (sterol 14-demethylase)
kfl00010_0180	CDS	hypothetical protein
kfl00010_0190	CDS	hypothetical protein
kfl00010_0200	CDS	hypothetical protein
kfl00010_0210	CDS	hypothetical protein
kfl00010_0220	CDS	hypothetical protein
kfl00010_0230	CDS	hypothetical protein
kfl00010_0240	CDS	hypothetical protein
kfl00010_0250	CDS	hypothetical protein
kfl00010_0260	CDS	hypothetical protein
kfl00010_0270	CDS	hypothetical protein
kfl00010_0280	CDS	putative DNA repair protein, SNF2 family
kfl00010_0290	CDS	hypothetical protein
kfl00010_0300	CDS	FYVE/PHD zinc finger-containing protein
kfl00010_0310	CDS	hypothetical protein
kfl00010_0320	CDS	S-type anion channel
kfl00010_0330	CDS	Phosphatidic acid phosphatase (PAP2) family protein
kfl00010_0340	CDS	NADH:ubiquinone oxidoreductase
kfl00010_0350	CDS	hypothetical protein
kfl00010_0360	CDS	NUP85; nuclear pore complex protein Nup85
kfl00010_0370	CDS	hypothetical protein
kfl00010_0380	CDS	hypothetical protein
kfl00010_0390	CDS	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
kfl00010_0400	CDS	FLS2; LRR receptor-like serine/threonine-protein kinase FLS2
kfl00010_0410	CDS	hypothetical protein
kfl00010_0420	CDS	hypothetical protein
kfl00010_0430	CDS	hypothetical protein
kfl00010_0440	CDS	hypothetical protein
kfl00010_0450	CDS	Endosomal targeting BRO1-like domain-containing protein
kfl00010_0460	CDS	PLAC8 family protein
kfl00010_0470	CDS	hypothetical protein
kfl00010_0480	CDS	hypothetical protein
kfl00010_0490	CDS	ADP-ribosylation factor
kfl00010_0500	CDS	hypothetical protein
kfl00010_0510	CDS	hypothetical protein
kfl00010_0520	CDS	hypothetical protein
kfl00010_0530	CDS	hypothetical protein
kfl00010_0540	CDS	hypothetical protein
kfl00010_0550	CDS	pleiotropic drug resistance protein,ABC transporter G family
kfl00010_0560	CDS	hypothetical protein
kfl00010_0570	CDS	hypothetical protein
kfl00010_0580	CDS	hypothetical protein
kfl00010_0590	CDS	S-adenosyl-L-methionine(SAM) dependent methyltransferases 
kfl00010_0600	CDS	hypothetical protein
kfl00010_0610	CDS	hypothetical protein
kfl00010_0620	CDS	hypothetical protein
kfl00010_0630	CDS	hypothetical protein
kfl00010_0640	CDS	hypothetical protein
kfl00010_0650	CDS	mannosyltransferase
kfl00010_0660	CDS	hypothetical protein
kfl00010_0670	CDS	hypothetical protein
kfl00010_0680	CDS	beta-fructofuranosidase (invertase)
kfl00011_0010	CDS	hypothetical protein
kfl00011_0020	CDS	Glucose dehydrogenase/choline dehydrogenase/mandelonitrile lyase (GMC oxidoreductase family)
kfl00011_0030	CDS	hypothetical protein
kfl00011_0040	CDS	hypothetical protein
kfl00011_0050	CDS	hypothetical protein
kfl00011_0060	CDS	ATMRK serine/threonine protein kinase-like, partial homology
kfl00011_0070	CDS	hypothetical protein
kfl00011_0080	CDS	hypothetical protein
kfl00011_0090	CDS	Sensory transduction histidine kinase
kfl00011_0100	CDS	SANT/Myb domain containing protein
kfl00011_0110	CDS	hypothetical protein
kfl00011_0120	CDS	DnaJ heat shock family protein
kfl00011_0130	CDS	hypothetical protein
kfl00011_0140	CDS	hypothetical protein
kfl00011_0150	CDS	hypothetical protein
kfl00011_0160	CDS	hypothetical protein
kfl00011_0170	CDS	phosphatidate cytidyltransferase, cytidinediphosphate diacylglycerol synthase
kfl00011_0180	CDS	hypothetical protein
kfl00011_0190	CDS	hypothetical protein
kfl00011_0200	CDS	hypothetical protein
kfl00011_0210	CDS	hypothetical protein
kfl00011_0220	CDS	hypothetical protein
kfl00011_0230	CDS	hypothetical protein
kfl00011_0240	CDS	hypothetical protein
kfl00011_0250	CDS	hypothetical protein
kfl00011_0260	CDS	hypothetical protein
kfl00011_0270	CDS	acetamidase/formamidase
kfl00011_0280	CDS	hypothetical protein
kfl00011_0290	CDS	Monoacylglycerol Lipase, MAGL
kfl00011_0300	CDS	Nucleotide-diphospho-sugar transferase containing protein
kfl00011_0310	CDS	hypothetical protein
kfl00011_0320	CDS	glycosyl hydrolases family 16
kfl00011_0330	CDS	phospholipase D
kfl00011_0340	CDS	hypothetical protein
kfl00011_0350	CDS	hypothetical protein
kfl00011_0360	CDS	hypothetical protein
kfl00011_0370	CDS	Ca2+-modulated nonselective cation channel polycystin
kfl00011_0380	CDS	hypothetical protein
kfl00011_0390	CDS	hypothetical protein
kfl00011_0400	CDS	hypothetical protein
kfl00011_0410	CDS	MATE efflux family protein
kfl00011_0420	CDS	hypothetical protein
kfl00011_0430	CDS	hypothetical protein
kfl00011_0440	CDS	hypothetical protein
kfl00011_0450	CDS	hypothetical protein
kfl00011_0460	CDS	hypothetical protein
kfl00011_0470	CDS	hypothetical protein
kfl00011_0480	CDS	hypothetical protein
kfl00011_0490	CDS	hypothetical protein
kfl00012_0010p	CDS	hypothetical protein
kfl00012_0020	CDS	hypothetical protein
kfl00012_0030	CDS	hypothetical protein
kfl00012_0040	CDS	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)
kfl00012_0050	CDS	Glutathione reductase
kfl00012_0060	CDS	phosphoglucosamine mutase family protein
kfl00012_0070	CDS	hypothetical protein
kfl00012_0080	CDS	zeta-carotene desaturase
kfl00012_0090	CDS	Catalase
kfl00012_0100	CDS	Trehalose-6-phosphate synthase component TPS1 and related subunits
kfl00012_0110	CDS	Sirtuin
kfl00012_0120	CDS	hypothetical protein
kfl00012_0130	CDS	putative endonuclease III
kfl00012_0140	CDS	transcription regulator NOT2/NOT3/NOT5 family protein
kfl00012_0150	CDS	Tetratricopeptide repeat (TPR)-like superfamily protein
kfl00012_0160	CDS	chaperone DnaJ-domain superfamily protein
kfl00012_0170	CDS	CCCH-type zinc fingerfamily protein with RNA-binding domain
kfl00012_0180	CDS	hypothetical protein
kfl00012_0190	CDS	non-symbiotic hemoglobin
kfl00012_0200	CDS	hypothetical protein
kfl00012_0210	CDS	hypothetical protein
kfl00012_0220	CDS	hypothetical protein
kfl00012_0230	CDS	hypothetical protein
kfl00012_0240	CDS	hypothetical protein
kfl00012_0250	CDS	hypothetical protein
kfl00012_0260	CDS	G-patch domain containing protein
kfl00012_0270	CDS	hypothetical protein
kfl00012_0280	CDS	ubiquitin-related modifier 1
kfl00012_0290	CDS	CALCIUM CHANNEL-RELATED
kfl00012_0300	CDS	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
kfl00012_0310	CDS	Translation elongation factor EF1A
kfl00012_0320	CDS	Protein kinase superfamily protein
kfl00012_0330	CDS	basic helix-loop-helix family protein
kfl00012_0340	CDS	dephospho-CoA kinase
kfl00012_0350	CDS	Pectin lyase-like superfamily protein
kfl00012_0360	CDS	hypothetical protein
kfl00012_0370	CDS	basic helix-loop-helix family protein
kfl00012_0380	CDS	HSP70/HSP90 organizing protein HOP
kfl00012_0390	CDS	SSR2; translocon-associated protein subunit beta
kfl00012_0400	CDS	chaperonin-like RbcX protein
kfl00012_0410	CDS	hypothetical protein
kfl00012_0420	CDS	WD40-like Beta Propeller Repeat family protein
kfl00012_0430	CDS	ABC transporter
kfl00012_0440	CDS	hypothetical protein
kfl00012_0450	CDS	hypothetical protein
kfl00012_0460	CDS	unknown protein, Gravitropism defective 2-like
kfl00012_0470	CDS	hypothetical protein
kfl00012_0480	CDS	hypothetical protein
kfl00012_0490	CDS	hypothetical protein
kfl00012_0500	CDS	alpha expansin
kfl00012_0510	CDS	hypothetical protein
kfl00012_0520	CDS	hypothetical protein
kfl00012_0530	CDS	hypothetical protein
kfl00012_0540	CDS	hypothetical protein
kfl00012_0550	CDS	Zinc carboxypeptidase-like protein
kfl00012_0560	CDS	hypothetical protein
kfl00012_0570	CDS	hypothetical protein
kfl00012_0580	CDS	peroxin 11 family protein
kfl00012_0590	CDS	transport protein particle component
kfl00012_0600	CDS	ARM repeat superfamily protein, putative translation initiation factor
kfl00012_0610	CDS	LysM domain containing protein
kfl00012_0620	CDS	ARM repeat superfamily protein, putative translation initiation factor
kfl00012_0630	CDS	rbcs fusion protein with C-terminal unknown domain
kfl00013_0010p	CDS	hypothetical protein
kfl00013_0020	CDS	NAD(P)-binding rossmann-fold superfamily protein
kfl00013_0030	CDS	hypothetical protein
kfl00013_0040	CDS	Hypothetical protein
kfl00013_0050	CDS	hypothetical protein
kfl00013_0060	CDS	Tetratricopeptide repeat (TPR)-like superfamily protein
kfl00013_0070	CDS	hypothetical protein
kfl00013_0080	CDS	Protein of unknown function, DUF647
kfl00013_0090	CDS	hypothetical protein
kfl00013_0100	CDS	hypothetical protein
kfl00013_0110	CDS	hypothetical protein
kfl00013_0120	CDS	putative cGMP-dependent serine/threonin protein kinase
kfl00013_0130	CDS	hypothetical protein
kfl00013_0140	CDS	GRAM domain containing protein
kfl00013_0150	CDS	alpha-amylase
kfl00013_0160	CDS	ubiquitin
kfl00013_0170	CDS	UBC; ubiquitin C
kfl00013_0180	CDS	ubiquitin family protein
kfl00013_0190	CDS	hypothetical protein
kfl00013_0200	CDS	Nucleoside diphosphate-sugar hydrolase of the MutT (NUDIX) family
kfl00013_0210	CDS	hypothetical protein
kfl00013_0220	CDS	hypothetical protein
kfl00013_0230	CDS	hypothetical protein
kfl00013_0240	CDS	hypothetical protein
kfl00013_0250	CDS	putative leucine-rich repeat protein, putative disease resistance protein (TIR-NBS-LRR class)
kfl00013_0260	CDS	Protein kinase superfamily protein
kfl00013_0270	CDS	hypothetical protein
kfl00013_0280	CDS	hypothetical protein
kfl00013_0290	CDS	ALDO, fbaB; fructose-bisphosphate aldolase, class I
kfl00013_0300	CDS	Protein of unknown function, DUF298
kfl00013_0310	CDS	Coatomer beta subunit
kfl00013_0320	CDS	serine/threonine protein kinase
kfl00013_0330	CDS	Fumarylacetoacetate (FAA) hydrolase family
kfl00013_0340	CDS	hypothetical protein
kfl00013_0350	CDS	endo-1,4-beta-glucanase
kfl00013_0360	CDS	endoglucanase
kfl00013_0370	CDS	CCAAT-binding factor
kfl00013_0380	CDS	hypothetical protein
kfl00013_0390	CDS	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
kfl00013_0400	CDS	hypothetical protein
kfl00013_0410	CDS	Serinc-domain containing serine and sphingolipid biosynthesis protein
kfl00013_0420	CDS	hypothetical protein
kfl00013_0430	CDS	putative DNA repair protein (XPGC),5'-3' exonucleas
kfl00013_0440	CDS	hypothetical protein
kfl00013_0450	CDS	hypothetical protein
kfl00013_0460	CDS	plastid-specific ribosomal protein PSRP-1 precursor
kfl00013_0470	CDS	cyclophilin
kfl00013_0480	CDS	putative PLASTID DIVISION,(PDV)
kfl00013_0490	CDS	hypothetical protein
kfl00013_0500	CDS	hypothetical protein
kfl00013_0510	CDS	hypothetical protein
kfl00013_0520	CDS	calcium-dependent protein kinase
kfl00013_0530	CDS	hypothetical protein
kfl00013_0540	CDS	putative DNA-binding SAP
kfl00013_0550	CDS	hypothetical protein
kfl00013_0560	CDS	hypothetical protein
kfl00013_0570	CDS	hypothetical protein
kfl00013_0580	CDS	hypothetical protein
kfl00013_0590	CDS	hypothetical protein
kfl00013_0600	CDS	hypothetical protein
kfl00013_0610	CDS	hypothetical protein
kfl00013_0620	CDS	similar to ribosomal protein L11 methyltransferase
kfl00013_0630	CDS	ARM repeat superfamily protein
kfl00013_0640	CDS	RUMI, KTELC1; protein glucosyltransferase
kfl00014_0010	CDS	Putative zinc finger containing protein kinase
kfl00014_0020	CDS	hypothetical protein
kfl00014_0030	CDS	hypothetical protein
kfl00014_0040	CDS	hypothetical protein
kfl00014_0050	CDS	hypothetical protein
kfl00014_0060	CDS	ATP-dependent CLP protease ATP-binding subunit
kfl00014_0070	CDS	Protein phosphatase 2A, regulatory B subunit, B56
kfl00014_0080	CDS	putative RAR1 protein
kfl00014_0090	CDS	hypothetical protein
kfl00014_0100	CDS	eukaryotic translation initiation factor eIF-4A
kfl00014_0110	CDS	Caleosin
kfl00014_0120	CDS	hypothetical protein
kfl00014_0130	CDS	Glycosyl transferase family 8 protein / putative galacturonosyltransferase,(GAUT)
kfl00014_0140	CDS	glutamate decarboxylase
kfl00014_0150	CDS	RBX1, ROC1; RING-box protein 1
kfl00014_0160	CDS	dual specificity protein phosphatase
kfl00014_0170	CDS	hypothetical protein
kfl00014_0180	CDS	hypothetical protein
kfl00014_0190	CDS	hypothetical protein
kfl00014_0200	CDS	starch synthase
kfl00014_0210	CDS	hypothetical protein
kfl00014_0220	CDS	hypothetical protein
kfl00014_0230	CDS	peroxiredoxin
kfl00014_0240	CDS	WD40 protein DMR-N9
kfl00014_0250	CDS	peroxiredoxin
kfl00014_0260	CDS	hypothetical protein
kfl00014_0270	CDS	Hypothetical protein
kfl00014_0280	CDS	hypothetical protein
kfl00014_0290	CDS	hypothetical protein
kfl00014_0300	CDS	hypothetical protein
kfl00014_0310	CDS	hypothetical protein
kfl00014_0320	CDS	hypothetical protein
kfl00014_0330	CDS	inositol monophosphatase
kfl00014_0340	CDS	Ubiquitin-protein ligase
kfl00014_0350	CDS	hypothetical protein
kfl00014_0360	CDS	hypothetical protein
