Gene ID	GO	KOG	ENZYME
ostta01g00780	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00780" target="_blank">ostta01g00780</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004497" target="_blank">monooxygenase activity (GO:0004497)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006725" target="_blank">cellular aromatic compound metabolic process (GO:0006725)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018658" target="_blank">salicylate 1-monooxygenase activity (GO:0018658)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2614" target="_blank">KOG2614</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.14.13.1" target="_blank">1.14.13.1</a>
ostta01g00790	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00790" target="_blank">ostta01g00790</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4232" target="_blank">KOG4232</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.14.19.-" target="_blank">1.14.19.-</a>
ostta01g00800	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00800" target="_blank">ostta01g00800</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004344" target="_blank">glucose dehydrogenase activity (GO:0004344)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018446" target="_blank">pinocarveol dehydrogenase activity (GO:0018446)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018447" target="_blank">chloral hydrate dehydrogenase activity (GO:0018447)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018448" target="_blank">hydroxymethylmethylsilanediol oxidase activity (GO:0018448)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018449" target="_blank">1-phenylethanol dehydrogenase activity (GO:0018449)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018450" target="_blank">myrtenol dehydrogenase activity (GO:0018450)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042469" target="_blank">versicolorin reductase activity (GO:0042469)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0045703" target="_blank">ketoreductase activity (GO:0045703)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1205" target="_blank">KOG1205</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.1.-.-" target="_blank">1.1.-.-</a>
ostta01g00810	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00810" target="_blank">ostta01g00810</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006614" target="_blank">SRP-dependent cotranslational protein targeting to membrane (GO:0006614)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008312" target="_blank">7S RNA binding (GO:0008312)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017111" target="_blank">nucleoside-triphosphatase activity (GO:0017111)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0048500" target="_blank">signal recognition particle (GO:0048500)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0780" target="_blank">KOG0780</a>	
ostta01g00830	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00830" target="_blank">ostta01g00830</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0015986" target="_blank">ATP synthesis coupled proton transport (GO:0015986)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016469" target="_blank">proton-transporting two-sector ATPase complex (GO:0016469)</a>		
ostta01g00860	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00860" target="_blank">ostta01g00860</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000049" target="_blank">tRNA binding (GO:0000049)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004812" target="_blank">aminoacyl-tRNA ligase activity (GO:0004812)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043767" target="_blank">pyrrolysyl-tRNA synthetase activity (GO:0043767)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043816" target="_blank">phosphoserine-tRNA(Cys) ligase activity (GO:0043816)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2241" target="_blank">KOG2241</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.1.1.-" target="_blank">6.1.1.-</a>
ostta01g00890	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00890" target="_blank">ostta01g00890</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">transport (GO:0006810)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015662" target="_blank">ion transmembrane transporter activity, phosphorylative mechanism (GO:0015662)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006812" target="_blank">cation transport (GO:0006812)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015077" target="_blank">monovalent inorganic cation transmembrane transporter activity (GO:0015077)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015672" target="_blank">monovalent inorganic cation transport (GO:0015672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005391" target="_blank">sodium:potassium-exchanging ATPase activity (GO:0005391)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0203" target="_blank">KOG0203</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.3.9" target="_blank">3.6.3.9</a>
ostta01g00910	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00910" target="_blank">ostta01g00910</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3073" target="_blank">KOG3073</a>	
ostta01g00920	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00920" target="_blank">ostta01g00920</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003899" target="_blank">DNA-directed 5'-3' RNA polymerase activity (GO:0003899)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4392" target="_blank">KOG4392</a>	
ostta01g00930	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00930" target="_blank">ostta01g00930</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0047172" target="_blank">shikimate O-hydroxycinnamoyltransferase activity (GO:0047172)</a>		<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.133" target="_blank">2.3.1.133</a>
ostta01g00940	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00940" target="_blank">ostta01g00940</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004553" target="_blank">hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">carbohydrate metabolic process (GO:0005975)</a>		
ostta01g00950	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00950" target="_blank">ostta01g00950</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0001503" target="_blank">ossification (GO:0001503)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007155" target="_blank">cell adhesion (GO:0007155)</a>		
ostta01g00970	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00970" target="_blank">ostta01g00970</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003743" target="_blank">translation initiation factor activity (GO:0003743)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006413" target="_blank">translational initiation (GO:0006413)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2522" target="_blank">KOG2522</a>	
ostta01g00980	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g00980" target="_blank">ostta01g00980</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004427" target="_blank">inorganic diphosphatase activity (GO:0004427)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009678" target="_blank">pyrophosphate hydrolysis-driven proton transmembrane transporter activity (GO:0009678)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a>		<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.1" target="_blank">3.6.1.1</a>
ostta01g01030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01030" target="_blank">ostta01g01030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">carbohydrate metabolic process (GO:0005975)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016868" target="_blank">intramolecular transferase activity, phosphotransferases (GO:0016868)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004615" target="_blank">phosphomannomutase activity (GO:0004615)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1220" target="_blank">KOG1220</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.4.2.8" target="_blank">5.4.2.8</a>
ostta01g01070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01070" target="_blank">ostta01g01070</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a>		
ostta01g01085	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01085" target="_blank">ostta01g01085</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005783" target="_blank">endoplasmic reticulum (GO:0005783)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3317" target="_blank">KOG3317</a>	
ostta01g01090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01090" target="_blank">ostta01g01090</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008112" target="_blank">nicotinamide N-methyltransferase activity (GO:0008112)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2793" target="_blank">KOG2793</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.1" target="_blank">2.1.1.1</a>
ostta01g01130	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01130" target="_blank">ostta01g01130</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004806" target="_blank">triglyceride lipase activity (GO:0004806)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">lipid metabolic process (GO:0006629)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4569" target="_blank">KOG4569</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3" target="_blank">3.1.1.3</a>
ostta01g01140	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01140" target="_blank">ostta01g01140</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005856" target="_blank">cytoskeleton (GO:0005856)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030041" target="_blank">actin filament polymerization (GO:0030041)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1876" target="_blank">KOG1876</a>	
ostta01g01160	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01160" target="_blank">ostta01g01160</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004109" target="_blank">coproporphyrinogen oxidase activity (GO:0004109)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006779" target="_blank">porphyrin-containing compound biosynthetic process (GO:0006779)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051536" target="_blank">iron-sulfur cluster binding (GO:0051536)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051989" target="_blank">coproporphyrinogen dehydrogenase activity (GO:0051989)</a>		
ostta01g01170	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01170" target="_blank">ostta01g01170</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2242" target="_blank">KOG2242</a>	
ostta01g01180	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01180" target="_blank">ostta01g01180</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">iron ion binding (GO:0005506)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">electron transfer activity (GO:0009055)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0031072" target="_blank">heat shock protein binding (GO:0031072)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0716" target="_blank">KOG0716</a>	
ostta01g01210	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01210" target="_blank">ostta01g01210</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006352" target="_blank">DNA-templated transcription, initiation (GO:0006352)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3423" target="_blank">KOG3423</a>	
ostta01g01230	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01230" target="_blank">ostta01g01230</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004664" target="_blank">prephenate dehydratase activity (GO:0004664)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009094" target="_blank">L-phenylalanine biosynthetic process (GO:0009094)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016597" target="_blank">amino acid binding (GO:0016597)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2797" target="_blank">KOG2797</a>	
ostta01g01270	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01270" target="_blank">ostta01g01270</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006281" target="_blank">DNA repair (GO:0006281)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030870" target="_blank">Mre11 complex (GO:0030870)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0962" target="_blank">KOG0962</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.-.-" target="_blank">3.6.-.-</a>
ostta01g01320	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01320" target="_blank">ostta01g01320</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016887" target="_blank">ATPase activity (GO:0016887)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017111" target="_blank">nucleoside-triphosphatase activity (GO:0017111)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2355" target="_blank">KOG2355</a>	
ostta01g01340	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta01g01340" target="_blank">ostta01g01340</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005245" target="_blank">voltage-gated calcium channel activity (GO:0005245)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005891" target="_blank">voltage-gated calcium channel complex (GO:0005891)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006816" target="_blank">calcium ion transport (GO:0006816)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005216" target="_blank">ion channel activity (GO:0005216)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006811" target="_blank">ion transport (GO:0006811)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2302" target="_blank">KOG2302</a>	
