Gene ID	GO	KOG	ENZYME
Naga_100033g30	<a href="http://www.nannochloropsis.org/gene/Naga_100033g30" target="_blank">Naga_100033g30</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0010181" target="_blank">FMN binding (GO:0010181)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016629" target="_blank">12-oxophytodienoate reductase activity (GO:0016629)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0134" target="_blank">KOG0134</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.3.1.42" target="_blank">1.3.1.42</a>
Naga_100033g33	<a href="http://www.nannochloropsis.org/gene/Naga_100033g33" target="_blank">Naga_100033g33</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009320" target="_blank">phosphoribosylaminoimidazole carboxylase complex (GO:0009320)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006189" target="_blank">'de novo' IMP biosynthetic process (GO:0006189)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004638" target="_blank">phosphoribosylaminoimidazole carboxylase activity (GO:0004638)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2835" target="_blank">KOG2835</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.21" target="_blank">4.1.1.21</a>
Naga_100033g35	<a href="http://www.nannochloropsis.org/gene/Naga_100033g35" target="_blank">Naga_100033g35</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006561" target="_blank">proline biosynthetic process (GO:0006561)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004735" target="_blank">pyrroline-5-carboxylate reductase activity (GO:0004735)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3124" target="_blank">KOG3124</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.5.1.2" target="_blank">1.5.1.2</a>
Naga_100033g36	<a href="http://www.nannochloropsis.org/gene/Naga_100033g36" target="_blank">Naga_100033g36</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">peptidyl-prolyl cis-trans isomerase activity (GO:0003755)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0552" target="_blank">KOG0552</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8" target="_blank">5.2.1.8</a>
Naga_100033g40	<a href="http://www.nannochloropsis.org/gene/Naga_100033g40" target="_blank">Naga_100033g40</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016758" target="_blank">transferase activity, transferring hexosyl groups (GO:0016758)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046921" target="_blank">alpha-(1->6)-fucosyltransferase activity (GO:0046921)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046920" target="_blank">alpha-(1->3)-fucosyltransferase activity (GO:0046920)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046527" target="_blank">glucosyltransferase activity (GO:0046527)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0045140" target="_blank">inositol phosphoceramide synthase activity (GO:0045140)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042283" target="_blank">dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity (GO:0042283)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042281" target="_blank">dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity (GO:0042281)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0033556" target="_blank">dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity (GO:0033556)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0031278" target="_blank">alpha-1,2-galactosyltransferase activity (GO:0031278)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019187" target="_blank">beta-1,4-mannosyltransferase activity (GO:0019187)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019112" target="_blank">phenanthrol glycosyltransferase activity (GO:0019112)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018718" target="_blank">1,2-dihydroxy-phenanthrene glycosyltransferase activity (GO:0018718)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018717" target="_blank">9-phenanthrol glycosyltransferase activity (GO:0018717)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018716" target="_blank">1-phenanthrol glycosyltransferase activity (GO:0018716)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018715" target="_blank">9-phenanthrol UDP-glucuronosyltransferase activity (GO:0018715)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016759" target="_blank">cellulose synthase activity (GO:0016759)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008921" target="_blank">lipopolysaccharide-1,6-galactosyltransferase activity (GO:0008921)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008755" target="_blank">O antigen polymerase activity (GO:0008755)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008417" target="_blank">fucosyltransferase activity (GO:0008417)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008378" target="_blank">galactosyltransferase activity (GO:0008378)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008376" target="_blank">acetylgalactosaminyltransferase activity (GO:0008376)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008375" target="_blank">acetylglucosaminyltransferase activity (GO:0008375)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004583" target="_blank">dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity (GO:0004583)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004576" target="_blank">oligosaccharyl transferase activity (GO:0004576)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004376" target="_blank">glycolipid mannosyltransferase activity (GO:0004376)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003980" target="_blank">UDP-glucose:glycoprotein glucosyltransferase activity (GO:0003980)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0001962" target="_blank">alpha-1,3-galactosyltransferase activity (GO:0001962)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000033" target="_blank">alpha-1,3-mannosyltransferase activity (GO:0000033)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000030" target="_blank">mannosyltransferase activity (GO:0000030)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000026" target="_blank">alpha-1,2-mannosyltransferase activity (GO:0000026)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000009" target="_blank">alpha-1,6-mannosyltransferase activity (GO:0000009)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4748" target="_blank">KOG4748</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.4.1.-" target="_blank">2.4.1.-</a>
Naga_100033g42	<a href="http://www.nannochloropsis.org/gene/Naga_100033g42" target="_blank">Naga_100033g42</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>		
Naga_100033g45	<a href="http://www.nannochloropsis.org/gene/Naga_100033g45" target="_blank">Naga_100033g45</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006725" target="_blank">cellular aromatic compound metabolic process (GO:0006725)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004497" target="_blank">monooxygenase activity (GO:0004497)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018662" target="_blank">phenol 2-monooxygenase activity (GO:0018662)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3855" target="_blank">KOG3855</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.14.13.7" target="_blank">1.14.13.7</a>
Naga_100033g47	<a href="http://www.nannochloropsis.org/gene/Naga_100033g47" target="_blank">Naga_100033g47</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0048" target="_blank">KOG0048</a>	
Naga_100033g48	<a href="http://www.nannochloropsis.org/gene/Naga_100033g48" target="_blank">Naga_100033g48</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008233" target="_blank">peptidase activity (GO:0008233)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">proteolysis (GO:0006508)</a>		
Naga_100033g50	<a href="http://www.nannochloropsis.org/gene/Naga_100033g50" target="_blank">Naga_100033g50</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003924" target="_blank">GTPase activity (GO:0003924)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0461" target="_blank">KOG0461</a>	
Naga_100033g52	<a href="http://www.nannochloropsis.org/gene/Naga_100033g52" target="_blank">Naga_100033g52</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3036" target="_blank">KOG3036</a>	
Naga_100013g96	<a href="http://www.nannochloropsis.org/gene/Naga_100013g96" target="_blank">Naga_100013g96</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006097" target="_blank">glyoxylate cycle (GO:0006097)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004474" target="_blank">malate synthase activity (GO:0004474)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1261" target="_blank">KOG1261</a>	
Naga_100013g92	<a href="http://www.nannochloropsis.org/gene/Naga_100013g92" target="_blank">Naga_100013g92</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">heme binding (GO:0020037)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">iron ion binding (GO:0005506)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004497" target="_blank">monooxygenase activity (GO:0004497)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043823" target="_blank">spheroidene monooxygenase activity (GO:0043823)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018600" target="_blank">alpha-pinene dehydrogenase activity (GO:0018600)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018599" target="_blank">2-hydroxyisobutyrate 3-monooxygenase activity (GO:0018599)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018598" target="_blank">hydroxymethylsilanetriol oxidase activity (GO:0018598)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018597" target="_blank">ammonia monooxygenase activity (GO:0018597)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018596" target="_blank">dimethylsilanediol hydroxylase activity (GO:0018596)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018595" target="_blank">alpha-pinene monooxygenase activity (GO:0018595)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018594" target="_blank">tert-butanol 2-monooxygenase activity (GO:0018594)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018593" target="_blank">4-chlorophenoxyacetate monooxygenase activity (GO:0018593)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018592" target="_blank">4-nitrocatechol 4-monooxygenase activity (GO:0018592)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018591" target="_blank">methyl tertiary butyl ether 3-monooxygenase activity (GO:0018591)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018590" target="_blank">methylsilanetriol hydroxylase activity (GO:0018590)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018589" target="_blank">di-n-butyltin dioxygenase activity (GO:0018589)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018588" target="_blank">tri-n-butyltin dioxygenase activity (GO:0018588)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018586" target="_blank">mono-butyltin dioxygenase activity (GO:0018586)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018585" target="_blank">fluorene oxygenase activity (GO:0018585)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0157" target="_blank">KOG0157</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.14.-.-" target="_blank">1.14.-.-</a>
Naga_100013g90	<a href="http://www.nannochloropsis.org/gene/Naga_100013g90" target="_blank">Naga_100013g90</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030785" target="_blank">[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity (GO:0030785)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1337" target="_blank">KOG1337</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.127" target="_blank">2.1.1.127</a>
Naga_100013g89	<a href="http://www.nannochloropsis.org/gene/Naga_100013g89" target="_blank">Naga_100013g89</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016779" target="_blank">nucleotidyltransferase activity (GO:0016779)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003983" target="_blank">UTP:glucose-1-phosphate uridylyltransferase activity (GO:0003983)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2638" target="_blank">KOG2638</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.9" target="_blank">2.7.7.9</a>
Naga_100013g85	<a href="http://www.nannochloropsis.org/gene/Naga_100013g85" target="_blank">Naga_100013g85</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006511" target="_blank">ubiquitin-dependent protein catabolic process (GO:0006511)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005839" target="_blank">proteasome core complex (GO:0005839)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004298" target="_blank">threonine-type endopeptidase activity (GO:0004298)</a>		
Naga_100013g84	<a href="http://www.nannochloropsis.org/gene/Naga_100013g84" target="_blank">Naga_100013g84</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0509" target="_blank">KOG0509</a>	
Naga_100013g80	<a href="http://www.nannochloropsis.org/gene/Naga_100013g80" target="_blank">Naga_100013g80</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">cellular protein modification process (GO:0006464)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0001" target="_blank">KOG0001</a>	
Naga_100013g78	<a href="http://www.nannochloropsis.org/gene/Naga_100013g78" target="_blank">Naga_100013g78</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1517" target="_blank">KOG1517</a>	
Naga_100013g77	<a href="http://www.nannochloropsis.org/gene/Naga_100013g77" target="_blank">Naga_100013g77</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006886" target="_blank">intracellular protein transport (GO:0006886)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005484" target="_blank">SNAP receptor activity (GO:0005484)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016192" target="_blank">vesicle-mediated transport (GO:0016192)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0810" target="_blank">KOG0810</a>	
