Cre01.g000050.t1.1	RWP14
Cre09.g393506.t1.1	HCP3
Cre09.g393543.t1.1	HCP2
Cre09.g393691.t1.1	KDG4
Cre09.g393700.t1.1	MMP3
Cre09.g393765.t1.1	LMR1
Cre09.g393850.t1.1	MAPKKK2
Cre09.g393900.t1.2	GCH2
Cre09.g393900.t2.1	GCH2
Cre09.g393950.t1.2	FHL2
Cre09.g393954.t1.1	FAP106
Cre09.g394050.t1.2	CPLD19
Cre09.g394100.t1.2	AP1S1
Cre09.g394102.t1.1	GUK2
Cre09.g394150.t1.1	RAA1
Cre09.g394200.t1.1	FAP102
Cre09.g394213.t1.1	DLT4
Cre09.g394251.t1.1	PF16
Cre09.g394325.t1.1	ELIP3
Cre09.g394350.t1.2	NUP155
Cre09.g394473.t1.1	LCI9
Cre09.g394550.t1.2	RPPK2
Cre09.g394658.t1.1	LCI28
Cre09.g394700.t1.1	RNZ1
Cre09.g394732.t1.1	CEP131
Cre09.g394750.t1.2	PRPS1
Cre09.g394800.t1.1	MCP16
Cre09.g394850.t1.2	TEF24
Cre09.g395100.t1.2	MKP4
Cre09.g395150.t1.2	MKP3
Cre09.g395250.t1.1	FAP36
Cre09.g395350.t1.1	ASA9
Cre09.g395500.t1.2	HEATR2
Cre09.g395769.t1.1	FAP177
Cre09.g395769.t2.1	FAP177
Cre09.g395900.t1.2	CSV3
Cre09.g395950.t1.2	AOX1
Cre09.g396000.t1.2	NRT2.3
Cre09.g396065.t1.1	ALK5
Cre09.g396100.t1.2	PHC15
Cre09.g396200.t1.2	CSV4
Cre09.g396213.t1.1	PSBO
Cre09.g396250.t1.2	VTE5
Cre09.g396252.t1.1	GSR2
Cre09.g396300.t1.2	PPX1
Cre09.g396363.t1.1	TIM14
Cre09.g396400.t1.2	UBQ2
Cre09.g396450.t1.1	APT3
Cre09.g396451.t1.1	GOX15
Cre09.g396500.t1.1	HAD3
Cre09.g396512.t1.1	OPR12
Cre09.g396600.t1.1	HYDA2
Cre09.g396650.t1.2	PAT2
Cre09.g396661.t1.1	DIV39
Cre09.g396694.t1.1	CSB35
Cre09.g396700.t1.2	ACK1
Cre09.g396750.t1.1	CSE18
Cre09.g396750.t2.1	CSE18
Cre09.g396750.t3.1	CSE18
Cre09.g396800.t1.1	CSE19
Cre09.g397179.t1.1	OPR13
Cre09.g397200.t1.2	CCT6
Cre09.g397250.t1.2	FAD5A
Cre09.g397350.t1.1	XPD3
Cre09.g397697.t1.1	RPL4
Cre09.g397771.t1.1	OPR117
Cre09.g397956.t1.1	ELG40
Cre09.g397993.t1.1	FAP201
Cre09.g397993.t2.1	FAP201
Cre09.g398067.t1.1	FKB62
Cre09.g398150.t1.1	EYA1
Cre09.g398700.t1.2	CPLD27
Cre09.g398800.t1.2	CSB36
Cre09.g398882.t1.1	DLI1
Cre09.g398900.t1.1	GP1
Cre09.g398950.t1.2	CSB37
Cre09.g399100.t1.1	OPR42
Cre09.g399178.t1.1	CSN5
Cre09.g399215.t1.1	FAP341
Cre09.g399250.t1.2	KIR1
Cre09.g399300.t1.2	FKB17-1
Cre09.g399326.t1.1	MCP3
Cre09.g399400.t1.1	FAP199
Cre09.g399400.t2.1	FAP199
Cre09.g399552.t1.1	LCR1
Cre09.g399663.t1.1	FXL7
Cre09.g399663.t2.1	FXL7
Cre09.g399911.t1.1	CDC20
Cre09.g399914.t1.1	SSA8
Cre09.g400330.t1.1	ALK6
Cre09.g400330.t2.1	ALK6
Cre09.g400478.t1.1	DIV31
Cre09.g400550.t1.2	NOA1
Cre09.g400553.t1.1	TOR1
Cre09.g400553.t2.1	TOR1
Cre09.g400650.t1.2	RPS6
Cre09.g400750.t1.2	AMT5
Cre09.g400775.t1.1	ISCA1
Cre09.g400850.t1.1	CTL4
Cre09.g400923.t1.1	FAP28
Cre09.g400950.t1.2	NCT2
Cre09.g401000.t1.1	SNE3
Cre09.g401022.t1.2	UXE
Cre09.g401182.t1.1	CGL153
Cre09.g401293.t1.1	SULTR3
Cre09.g401500.t1.1	BSD3
Cre09.g402051.t1.1	CLV4
Cre09.g402219.t1.1	LCI3
Cre09.g402219.t2.1	LCI3
Cre09.g402300.t1.2	ASA8
Cre09.g402500.t1.2	ATPVA2
Cre09.g402515.t1.1	AMX1
Cre09.g402552.t1.1	NUO11
Cre09.g402750.t1.2	COG2
Cre09.g402950.t1.1	CGL21
Cre09.g403000.t1.1	PAP9
Cre09.g403050.t1.1	DSP6
Cre09.g403150.t1.1	PWR9
Cre09.g403200.t1.2	FAP198
Cre09.g403200.t2.1	FAP198
Cre09.g403219.t1.1	RPB5
Cre09.g403550.t1.2	FVS1
Cre09.g403550.t2.1	FVS1
Cre09.g403750.t1.1	HAD6
Cre09.g403800.t1.2	DHC14
Cre09.g403900.t1.2	FAP294
Cre09.g404000.t1.1	CPLD59
Cre09.g404100.t1.2	CLV3
Cre09.g404201.t1.1	PHC30
Cre09.g404250.t1.1	CEP9
Cre09.g404450.t1.1	MCP24
Cre09.g404500.t1.1	SFI1
Cre09.g404750.t1.1	SRR2
Cre09.g405050.t1.2	ATPVD2
Cre09.g405150.t1.1	PUS1
Cre09.g405200.t1.2	MRPL13
Cre09.g405400.t1.2	PFP3
Cre09.g405500.t1.1	MLD1	MLDP1
Cre09.g405550.t1.2	TIM21
Cre09.g405600.t1.2	SFT1
Cre09.g405750.t1.1	CAH8
Cre09.g405850.t1.1	NUO7
Cre09.g406000.t1.1	BPL1
Cre09.g406050.t1.2	PYR7
Cre09.g406200.t1.2	PRORS1
Cre09.g406400.t1.1	CTP3
Cre09.g406550.t1.2	RPP40	MOT31
Cre09.g406800.t1.1	SPC18
Cre09.g406851.t1.1	CDH1
Cre09.g407050.t1.2	MMP24
Cre09.g407100.t1.1	MRPS5
Cre09.g407100.t2.1	MRPS5
Cre09.g407250.t1.2	FAP270
Cre09.g407250.t2.1	FAP270
Cre09.g407700.t1.2	CEP1
Cre09.g407750.t1.2	CGL130
Cre09.g407801.t1.1	AKC1
Cre09.g408200.t1.2	SRS4
Cre09.g408250.t1.1	EEF1A2
Cre09.g409050.t1.2	OTU6
Cre09.g409100.t1.2	UROS1
Cre09.g409150.t1.2	QCR10
Cre09.g409250.t1.2	GTR24
Cre09.g409350.t1.2	RLI1
Cre09.g409750.t1.1	CAX2
Cre09.g409901.t1.1	PHC57
Cre09.g410450.t1.2	ROC15
Cre09.g410500.t1.1	PAP11
Cre09.g410500.t2.1	PAP11
Cre09.g410650.t1.2	HIS1
Cre09.g410650.t2.1	HIS1
Cre09.g410650.t3.1	HIS1
Cre09.g410700.t1.2	MDY5	MDN5
Cre09.g410750.t1.2	NII1
Cre09.g410800.t1.2	NRT2.2
Cre09.g410850.t1.2	NRT2.1
Cre09.g410900.t1.2	NAR2
Cre09.g410950.t1.2	NIT1
Cre09.g411100.t1.2	RPS10
Cre09.g411100.t2.1	RPS10
Cre09.g411200.t1.2	TEF5
Cre09.g411400.t1.2	DAP1
Cre09.g411450.t1.2	MOT45	DAP1
Cre09.g411500.t1.1	URN4
Cre09.g411500.t2.1	URN4
Cre09.g411900.t1.1	SHMT3
Cre09.g412100.t1.2	PSAF
Cre09.g412150.t1.1	PPR11
Cre09.g412300.t1.2	TIM16
Cre09.g412450.t1.1	RAD21
Cre09.g412600.t1.1	CYG52
Cre09.g412803.t1.2	CGL88
Cre09.g412880.t1.1	HSP70F
Cre09.g413950.t1.1	EFH6
Cre09.g414000.t1.2	HPT1
Cre09.g414200.t1.2	VPS26
Cre09.g414250.t1.1	ALG8
Cre09.g414416.t1.1	CYCD4
Cre09.g414550.t1.2	CSR7
Cre09.g414750.t1.1	ELG33
Cre09.g414900.t1.1	ELG41
Cre09.g415100.t1.1	ELG25
Cre09.g415200.t1.1	NOM1
Cre09.g415450.t1.2	KIN17-1
Cre09.g415500.t1.1	TCA1
Cre09.g415550.t1.2	ASA2
Cre09.g415650.t1.2	FAP351
Cre09.g415650.t2.1	FAP351
Cre09.g415700.t1.2	CAH3
Cre09.g415750.t1.2	MFT8
Cre09.g415850.t1.2	CAG3
Cre09.g415900.t1.2	MOT20
Cre09.g415950.t1.2	PRPL6
Cre09.g416050.t1.2	AGS1
Cre09.g416100.t1.2	DNJ11
Cre09.g416150.t1.2	ASA7
Cre09.g416200.t1.2	MBB1
Cre09.g416250.t1.1	MYO2
Cre09.g416500.t1.2	CGL151
Cre09.g416550.t1.2	MBO2
Cre09.g416750.t1.2	CCT2
Cre09.g416950.t1.1	MKP1
Cre09.g417150.t1.2	CAT1
Cre09.g417250.t1.1	ELG27
Cre10.g417500.t1.2	CYN20-5
Cre10.g417550.t1.1	CLPT3
Cre10.g417700.t1.2	RPL3
Cre10.g418100.t1.1	POA3
Cre10.g418150.t1.2	FAP178
Cre10.g418150.t2.1	FAP178
Cre10.g418250.t1.2	BLD10
Cre10.g418600.t1.1	RLS3
Cre10.g418700.t1.2	DMA4
Cre10.g418950.t1.1	KIN10-2
Cre10.g418950.t2.1	KIN10-2
Cre10.g419050.t1.1	ATP1B
Cre10.g419050.t2.1	ATP1B
Cre10.g419700.t1.1	CGL6
Cre10.g419750.t1.2	RPB3
Cre10.g419800.t1.2	PIS1
Cre10.g420100.t1.2	DNJ35
Cre10.g420200.t1.2	PHC55
Cre10.g420200.t2.1	PHC55
Cre10.g420350.t1.2	PSAE
Cre10.g420550.t1.1	TSP4	CTPA4
Cre10.g420700.t1.2	ATP15
Cre10.g420750.t1.2	RPL30
Cre10.g420800.t1.1	FAP46
Cre10.g420900.t1.2	HEL44
Cre10.g421250.t1.2	EXO70
Cre10.g421350.t1.2	MMP25
Cre10.g421600.t1.2	TST2
Cre10.g421700.t1.2	GPD4
Cre10.g421750.t1.1	CGL32
Cre10.g421750.t2.1	CGL32
Cre10.g421900.t1.1	SRR27
Cre10.g421950.t1.2	TEF26
Cre10.g421950.t2.1	TEF26
Cre10.g422201.t1.1	CTP4
Cre10.g422300.t1.2	PRX6
Cre10.g422450.t1.2	GGT1
Cre10.g422600.t1.1	NUO6
Cre10.g422750.t1.1	MOT10
Cre10.g423250.t1.2	MDY2	MDN2
Cre10.g423450.t1.2	COA4
Cre10.g423500.t1.2	HMOX1	HMO1
Cre10.g423650.t1.2	PRPL11
Cre10.g423750.t1.2	COQ3
Cre10.g423850.t1.1	SRR26
Cre10.g423850.t2.1	SRR26
Cre10.g424150.t1.2	TF2A4
Cre10.g424250.t1.2	FAP90
Cre10.g424300.t1.2	KIN16-1
Cre10.g424400.t1.2	PBB1
Cre10.g424450.t1.2	TOM40
Cre10.g424500.t1.2	CPK4
Cre10.g424750.t1.2	PPD1
Cre10.g424775.t1.1	CTP2
Cre10.g424775.t2.1	CTP2
Cre10.g424775.t3.1	CTP2
Cre10.g424900.t1.2	PFH1
Cre10.g425050.t1.1	ROC59
Cre10.g425450.t1.2	AOF5
Cre10.g425800.t1.2	ORN1
Cre10.g425900.t1.2	LHCA5
Cre10.g426000.t1.2	URM1
Cre10.g426050.t1.2	CTPA1	TSP1
Cre10.g426152.t1.1	MGL1
Cre10.g426200.t1.1	OPR44
Cre10.g426292.t1.1	PYK6
Cre10.g426400.t1.1	TRX22
Cre10.g426600.t1.2	CYP739A6
Cre10.g426700.t1.1	CYP739A4
Cre10.g426750.t1.2	CYP739A5
Cre10.g426950.t1.2	CYP739A3
Cre10.g427000.t1.2	MOC2
Cre10.g427050.t1.2	MNP1
Cre10.g427250.t1.2	PRO1
Cre10.g427300.t1.2	RSP2
Cre10.g427350.t1.1	CYP39A2
Cre10.g427500.t1.2	CYP739A1
Cre10.g427600.t1.2	KAT1
Cre10.g427700.t1.2	HEL47
Cre10.g427750.t1.2	KIN9-3
Cre10.g427896.t1.2	CSB38
Cre10.g428100.t1.1	TMG5
Cre10.g428400.t1.1	PUS7
Cre10.g428500.t1.1	PFH2
Cre10.g428650.t1.2	CDPKK1
Cre10.g428664.t1.1	DIC6	FAP163
Cre10.g428850.t1.2	DLT1
Cre10.g428900.t1.1	CGL72
Cre10.g429150.t1.2	PRT1
Cre10.g429400.t1.1	MCG1
Cre10.g429550.t1.2	MRPS16
Cre10.g429800.t1.2	COQ8
Cre10.g429880.t1.1	CGL156
Cre10.g429880.t2.1	CGL156
Cre10.g429880.t3.1	CGL156
Cre10.g429880.t4.1	CGL156
Cre10.g430050.t1.2	UBC20
Cre10.g430100.t1.1	ELG22
Cre10.g430150.t1.2	LPA1
Cre10.g430200.t1.2	ARS3
Cre10.g430200.t2.1	ARS3
Cre10.g430250.t1.2	ELG21
Cre10.g430400.t1.2	RPL37
Cre10.g430700.t1.1	FAP308
Cre10.g430950.t1.1	RAD54B
Cre10.g431050.t1.1	SRR13
Cre10.g431050.t2.1	SRR13
Cre10.g431150.t1.1	FAP256
Cre10.g431250.t1.1	CYG5
Cre10.g431350.t1.1	TGL16
Cre10.g431400.t1.2	TRZ1
Cre10.g431550.t1.1	ADH6
Cre10.g431800.t1.2	ARS5
Cre10.g431850.t1.2	PGM18
Cre10.g432000.t1.2	DDB1
Cre10.g432050.t1.2	FAP284
Cre10.g432050.t2.1	FAP284
Cre10.g432400.t1.2	OPR46
Cre10.g432550.t1.2	KCN2
Cre10.g432600.t1.1	ARS18
Cre10.g432700.t1.1	SMP10
Cre10.g432800.t1.2	RPSA
Cre10.g432850.t1.2	FAP77
Cre10.g433000.t1.1	TSG2
Cre10.g433050.t1.1	DRP8
Cre10.g433200.t1.2	XUV3
Cre10.g433250.t1.2	XUV4
Cre10.g433500.t1.1	PWR10
Cre10.g433550.t1.1	DNL4
Cre10.g433750.t1.1	PAP1
Cre10.g433800.t1.2	CSE21
Cre10.g434350.t1.1	CTR2
Cre10.g434400.t1.2	PF6
Cre10.g434450.t1.2	NUOA9
Cre10.g434600.t1.2	FAP148
Cre10.g434650.t1.1	CTR3
Cre10.g434750.t1.2	AAI1
Cre10.g435250.t1.1	NIC13
Cre10.g435300.t1.2	AAP1
Cre10.g435300.t2.1	AAP1
Cre10.g435350.t1.1	ESU1
Cre10.g435350.t2.1	ESU1
Cre10.g435450.t1.2	CPL2
Cre10.g435500.t1.1	EFT2
Cre10.g435550.t1.2	DOH1
Cre10.g435650.t1.1	HPT1
Cre10.g435800.t1.2	CSP41B
Cre10.g435850.t1.2	CPLD24
Cre10.g435950.t1.1	OPR47
Cre10.g436050.t1.2	FSD1
Cre10.g436100.t1.1	MLK1
Cre10.g436100.t2.1	MLK1
Cre10.g436150.t1.1	COA6
Cre10.g436350.t1.1	SHKF1
Cre10.g436550.t1.2	LCI5
Cre10.g436650.t1.1	HEL45
Cre10.g436900.t1.2	TAM41
Cre10.g437050.t1.2	ATP11
Cre10.g437150.t1.2	PPR6
Cre10.g437350.t1.2	MCP12
Cre10.g437500.t1.2	TOM7
Cre10.g437829.t1.2	CIA6	CGL89
Cre10.g438050.t1.1	KAS3
Cre10.g438100.t1.2	PGP2
Cre10.g438250.t1.1	LAT2
Cre10.g438300.t1.2	LTH4
Cre10.g438350.t1.1	LTH3
Cre10.g438400.t1.1	LTH2
Cre10.g438450.t1.1	LTH1
Cre10.g438500.t1.2	FAP264
Cre10.g438550.t1.2	TATA1	TATA
Cre10.g438650.t1.2	ADK2
Cre10.g438850.t1.2	ROC76
Cre10.g439050.t1.2	MCP7
Cre10.g439100.t1.2	CCT1
Cre10.g439150.t1.2	RPT5
Cre10.g439200.t1.2	CDD5
Cre10.g439400.t1.1	GAT1
Cre10.g439650.t1.2	COG8
Cre10.g439700.t1.2	CGL28
Cre10.g439900.t1.2	HSP70G
Cre10.g440000.t1.1	OPR120	RAA8
Cre10.g440050.t1.2	CSP41A
Cre10.g440200.t1.1	SMC5B
Cre10.g440250.t1.1	PGM19
Cre10.g440300.t1.1	SMC5A
Cre10.g440450.t1.2	PSB28
Cre10.g440750.t1.2	TOP3
Cre10.g440850.t1.1	GPX4
Cre10.g440850.t2.1	GPX4
Cre10.g440900.t1.2	RRP43
Cre10.g440950.t1.2	FAP192
Cre10.g441100.t1.2	PIGT
Cre10.g441200.t1.2	LAL3
Cre10.g441400.t1.2	NOP58
Cre10.g441550.t1.1	MAM3B
Cre10.g441600.t1.1	OPR48
Cre10.g441900.t1.1	FAP145
Cre10.g441950.t1.2	LSM2
Cre10.g442200.t1.2	ERG6
Cre10.g442600.t1.2	XUV5
Cre10.g442600.t2.1	XUV5
Cre10.g442800.t1.1	XUV6
Cre10.g442850.t1.1	TOP1A
Cre10.g443000.t1.2	ATM3
Cre10.g443050.t1.2	PFH3
Cre10.g443250.t1.2	CCT3
Cre10.g443300.t1.2	CNK5
Cre10.g443500.t1.2	PCD3
Cre10.g443900.t1.1	BOR1
Cre10.g444300.t1.2	IQA4
Cre10.g444450.t1.1	SSA17
Cre10.g444550.t1.2	SPP1A	SPPA1
Cre10.g444700.t1.1	SBE3
Cre10.g444800.t1.2	CGL63
Cre10.g444850.t1.1	CAV7
Cre10.g444900.t1.1	MFT4
Cre10.g445000.t1.2	SLT2
Cre10.g445000.t2.1	SLT2
Cre10.g445050.t1.2	SLT3
Cre10.g445100.t1.1	CGL50
Cre10.g445150.t1.1	EXN12
Cre10.g445650.t1.2	SMC3
Cre10.g446100.t1.2	TRXy
Cre10.g446350.t1.1	CGLD14
Cre10.g446400.t1.1	KAT3
Cre10.g446500.t1.1	CPL24
Cre10.g446550.t1.2	ATPVF
Cre10.g446700.t1.2	ANK28
Cre10.g447300.t1.2	DDI1
Cre10.g447350.t1.2	SEC23B
Cre10.g447500.t1.1	KIN16-2
Cre10.g447767.t1.1	AOF2
Cre10.g447850.t1.2	YEE2
Cre10.g448200.t1.1	ARL9
Cre10.g448450.t1.1	XUV2	UAPA5
Cre10.g448650.t1.1	KDG5
Cre10.g448850.t1.2	ODA5AK	FAP135
Cre10.g449000.t1.1	LZY1
Cre10.g449100.t1.2	MCP25
Cre10.g449200.t1.1	ANK5
Cre10.g449250.t1.2	KAP1
Cre10.g449550.t1.2	PRX3
Cre10.g449600.t1.1	SPR1
Cre10.g449750.t1.1	PKS1
Cre10.g450350.t1.2	IFT25
Cre10.g450400.t1.2	NUO5
Cre10.g450450.t1.2	FAP18
Cre10.g450700.t1.1	CSB39
Cre10.g451300.t1.1	EXN13
Cre10.g451400.t1.1	CNX1E
Cre10.g451500.t1.2	SRR28A
Cre10.g451600.t1.1	SRR28B
Cre10.g451600.t2.1	SRR28B
Cre10.g451600.t3.1	SRR28B
Cre10.g451752.t1.1	PHC25
Cre10.g451900.t1.1	THS1
Cre10.g451950.t1.2	AAT1
Cre10.g452050.t1.2	LHCA4
Cre10.g452100.t1.1	PSBY	PSBY2
Cre10.g452250.t1.1	FAP41
Cre10.g452400.t1.2	CSF1
Cre10.g452450.t1.2	TIC110	CIM110
Cre10.g452550.t1.2	HOP1
Cre10.g452650.t1.2	TIM17
Cre10.g452800.t1.2	LCIB
Cre10.g452900.t1.2	SMY2
Cre10.g452950.t1.1	TRP1
Cre10.g453050.t1.2	CYCM1
Cre10.g453050.t2.1	CYCM1
Cre10.g453400.t1.1	MSC4
Cre10.g453450.t1.2	SMP4
Cre10.g453600.t1.2	DES
Cre10.g453600.t2.1	DES
Cre10.g453800.t1.1	CTPA3	TSP3
Cre10.g453900.t1.2	CYN71
Cre10.g454150.t1.2	SAT3
Cre10.g454250.t1.2	FKB16-9
Cre10.g454550.t1.2	COX19
Cre10.g454550.t2.1	COX19
Cre10.g454650.t1.2	RPC5
Cre10.g454900.t1.2	PDE29
Cre10.g455100.t1.1	SOUL6
Cre10.g455231.t1.2	CSR4
Cre10.g455300.t1.2	SMP1
Cre10.g455400.t1.2	RME2
Cre10.g455600.t1.1	ORC1
Cre10.g455700.t1.2	PAP5
Cre10.g455850.t1.2	MCM7
Cre10.g455950.t1.1	FAP407
Cre10.g456000.t1.2	FAP191
Cre10.g456100.t1.2	AGG3
Cre10.g456150.t1.2	HLD3
Cre10.g456200.t1.2	RPS24
Cre10.g456250.t1.2	TRX25
Cre10.g456300.t1.1	MBD1
Cre10.g456350.t1.2	KIN7-2
Cre10.g456400.t1.1	DAT1
Cre10.g456400.t2.1	DAT1
Cre10.g456554.t1.2	CSC5
Cre10.g456650.t1.1	AOF6
Cre10.g456700.t1.2	CASC3
Cre10.g456950.t1.1	CEP10
Cre10.g457000.t1.1	CYN65
Cre10.g457550.t1.2	ATG18
Cre10.g457750.t1.2	SULTR1
Cre10.g458050.t1.2	BCA3
Cre10.g458100.t1.2	YEE1
Cre10.g458350.t1.1	SRR16
Cre10.g458350.t2.1	SRR16
Cre10.g458350.t3.1	SRR16
Cre10.g458450.t1.1	GPX5
Cre10.g458500.t1.2	ASK1
Cre10.g458600.t1.1	FAP245
Cre10.g458800.t1.2	SRR31
Cre10.g458850.t1.2	SRR32
Cre10.g458900.t1.1	SRR33
Cre10.g459200.t1.2	PMA2
Cre10.g459250.t1.2	RPL35A
Cre10.g459350.t1.1	OPR49
Cre10.g459450.t1.2	SUB10
Cre10.g459500.t1.1	NGB1
Cre10.g459750.t1.2	NUOA1
Cre10.g459900.t1.1	PFH4
Cre10.g459900.t2.1	PFH4
Cre10.g460050.t1.1	FLU
Cre10.g460050.t2.1	FLU
Cre10.g460300.t1.2	GPM2	PGM2
Cre10.g460350.t1.1	PGA4
Cre10.g460532.t1.1	APC2b	APC2
Cre10.g460600.t1.1	CYN53
Cre10.g460650.t1.2	CYN52
Cre10.g461050.t1.2	ATPVA1
Cre10.g461350.t1.1	BUG23
Cre10.g461750.t1.1	DMC5
Cre10.g461950.t1.2	PBE1
Cre10.g462050.t1.1	PTK20
Cre10.g462200.t1.2	HDA17
Cre10.g462250.t1.2	REF1
Cre10.g462500.t1.1	PUS16
Cre10.g462600.t1.1	PUS15
Cre10.g462950.t1.2	PRPL33
Cre10.g463350.t1.2	HRP3
Cre10.g463600.t1.2	TGL17
Cre10.g463750.t1.1	CYG27
Cre10.g464400.t1.1	SSA20
Cre10.g464500.t1.2	PDO1
Cre10.g464550.t1.2	LAT1
Cre10.g464600.t1.1	CAM14
Cre10.g464650.t1.2	CGL36
Cre10.g464850.t1.2	MSRA5
Cre10.g465250.t1.2	RSP11
Cre10.g465550.t1.1	CLPD1
Cre10.g465763.t1.1	CSB40
Cre10.g465900.t1.2	CDKA1
Cre10.g465950.t1.2	CGL148
Cre10.g466200.t1.1	CYCAB1
Cre10.g466250.t1.2	PRP20
Cre10.g466500.t1.2	CPL12
Cre10.g466650.t1.2	FAP252
Cre10.g466750.t1.1	SAT1
Cre10.g466750.t2.1	SAT1
Cre10.g466850.t1.1	FKB18
Cre10.g467000.t1.2	IFT57
Cre10.g467050.t1.2	DAP2
Cre10.g467150.t1.1	ROC69
Cre10.g467200.t1.1	ATR1
Cre11.g467450.t1.1	SOM3
Cre11.g467528.t1.1	CAV4
Cre11.g467528.t2.1	CAV4
Cre11.g467528.t3.1	CAV4
Cre11.g467535.t1.1	MCP26
Cre11.g467537.t1.1	PPR12
Cre11.g467538.t1.1	GOX8
Cre11.g467539.t1.1	GOX6
Cre11.g467540.t1.1	GOX7
Cre11.g467540.t2.1	GOX7
Cre11.g467544.t1.1	IDI1
Cre11.g467560.t1.1	DYX1C1
Cre11.g467560.t2.1	DYX1C1
Cre11.g467561.t1.1	FAP222
Cre11.g467564.t1.1	ARL16
Cre11.g467567.t1.1	UBQ1
Cre11.g467569.t1.1	ATPD
Cre11.g467573.t1.1	LHCA3
Cre11.g467575.t1.1	CLPB4
Cre11.g467575.t2.1	CLPB4
Cre11.g467579.t1.1	CSC6
Cre11.g467580.t1.1	FAP370
Cre11.g467582.t1.1	FAP306
Cre11.g467616.t1.1	IFT56
Cre11.g467617.t1.1	LCI19
Cre11.g467621.t1.1	CSU7
Cre11.g467621.t2.1	CSU7
Cre11.g467630.t1.1	AMI2
Cre11.g467630.t2.1	AMI2
Cre11.g467630.t3.1	AMI2
Cre11.g467631.t1.1	CGL90
Cre11.g467631.t2.1	CGL90
Cre11.g467635.t1.1	MOT22
Cre11.g467644.t1.1	CLPB1
Cre11.g467648.t1.1	RBL3
Cre11.g467649.t1.1	OPR107
Cre11.g467655.t1.1	IMP1
Cre11.g467660.t1.1	ELG17
Cre11.g467666.t1.1	LCI13
Cre11.g467668.t1.1	NUOB22
Cre11.g467673.t1.1	PDE24
Cre11.g467678.t1.1	COP6
Cre11.g467689.t1.1	PETC
Cre11.g467699.t1.1	SEC1
Cre11.g467700.t1.1	UROD1
Cre11.g467707.t1.1	ATP4
Cre11.g467710.t1.1	VSP1
Cre11.g467710.t2.1	VSP1
Cre11.g467718.t1.1	HSC20A
Cre11.g467723.t1.1	KAS1
Cre11.g467723.t2.1	KAS1
Cre11.g467739.t1.1	IFT54
Cre11.g467745.t1.1	GCP3
Cre11.g467753.t1.1	HMO2
Cre11.g467756.t1.1	MMP5
Cre11.g467767.t1.1	NUO13
Cre11.g467770.t1.1	PGK1
Cre11.g467772.t1.1	CYCD1
Cre11.g467781.t1.1	FAP151
Cre11.g467850.t1.1	PGA6
Cre11.g467850.t2.1	PGA6
Cre11.g467950.t1.1	FAP383
Cre11.g468050.t1.2	VIPP2
Cre11.g468100.t1.2	PDE30
Cre11.g468300.t1.2	SAR1
Cre11.g468359.t1.1	GAS31
Cre11.g468450.t1.2	DLE2
Cre11.g468500.t1.1	MPA8
Cre11.g468550.t1.2	ATPVG
Cre11.g468700.t1.2	CPLD65
Cre11.g468750.t1.2	CPLD48
Cre11.g468800.t1.2	PHC71
Cre11.g468850.t1.2	FAP152
Cre11.g468900.t1.2	FAP404
Cre11.g468950.t1.2	QCR9
Cre11.g469000.t1.2	FAP107
Cre11.g469350.t1.1	TTL12
Cre11.g469400.t1.2	HKR4
Cre11.g469450.t1.1	CGL124
Cre11.g469600.t1.2	HDA9
Cre11.g474800.t1.2	OTA1
Cre11.g474850.t1.1	PUS17
Cre11.g475000.t1.1	IFT121
Cre11.g475550.t1.2	UMM10
Cre11.g475600.t1.2	FAP362
Cre11.g475850.t1.2	ZNJ1
Cre11.g475950.t1.1	HLM16
Cre11.g475950.t2.1	HLM16
Cre11.g476050.t1.2	DHC15
Cre11.g476100.t1.1	MCD1
Cre11.g476376.t1.1	FAP221
Cre11.g476400.t1.1	MAG1
Cre11.g476550.t1.2	ADH11
Cre11.g476650.t1.1	PUL1
Cre11.g476700.t1.2	MPA9
Cre11.g476750.t1.2	FNR1
Cre11.g476800.t1.1	MRPL15
Cre11.g476850.t1.2	DRC4
Cre11.g477100.t1.2	FAP97
Cre11.g477200.t1.2	IFR1
Cre11.g477200.t2.1	IFR1
Cre11.g477300.t1.1	FAP8
Cre11.g477400.t1.1	CYG43
Cre11.g477625.t1.1	CHLH2
Cre11.g477800.t1.1	HDA10
Cre11.g477850.t1.1	TXC1
Cre11.g478156.t1.1	AP1B1
Cre11.g478156.t2.1	AP1B1
Cre11.g478300.t1.1	SOM4
Cre11.g478700.t1.2	FKB15-4
Cre11.g478750.t1.2	FKB15-2
Cre11.g479000.t1.1	CYG7
Cre11.g479050.t1.2	FKB15-1	FAP229
Cre11.g479500.t1.2	PRPL4
Cre11.g479600.t1.1	CAX6
Cre11.g479600.t2.1	CAX6
Cre11.g479700.t1.2	DFO1
Cre11.g479750.t1.2	SRP54L
Cre11.g479850.t1.2	CYN59
Cre11.g479950.t1.2	CGL7
Cre11.g480050.t1.1	EXN14
Cre11.g480150.t1.2	RPS14
Cre11.g480400.t1.1	PHC39
Cre11.g480451.t1.1	PHC42
Cre11.g480851.t1.1	RRA3
Cre11.g481200.t1.2	PFH6
Cre11.g481450.t1.2	ATPG
Cre11.g481500.t1.2	HIS7
Cre11.g481600.t1.1	GAS28
Cre11.g481750.t1.2	GAS30
Cre11.g482001.t1.1	FAP208
Cre11.g482200.t1.2	FAP299
Cre11.g482300.t1.2	FAP305
