proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
477	2.1.1.-	Methyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
477	2.1.1.-	Methyltransferases.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
477	2.1.1.-	Methyltransferases.	\N	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
477	2.1.1.-	Methyltransferases.	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
477	2.1.1.-	Methyltransferases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
478	1.14.11.16	Peptide-aspartate beta-dioxygenase.	Peptide L-aspartate + 2-oxoglutarate + O(2) = peptide 3-hydroxy-L- aspartate + succinate + CO(2).	Iron.	\N	\N	\N	\N
482	1.14.11.2	Procollagen-proline,2-oxoglutarate-4-dioxygenase.	Procollagen L-proline + 2-oxoglutarate + O(2) = procollagen trans-4- hydroxy-L-proline + succinate + CO(2).	Iron; Ascorbate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
483	3.6.1.5	Apyrase.	ATP + 2 H(2)O = AMP + 2 phosphate.	Calcium.	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
483	3.6.1.5	Apyrase.	ATP + 2 H(2)O = AMP + 2 phosphate.	Calcium.	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
502	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
512	1.3.99.-	With other acceptors.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
512	1.3.99.-	With other acceptors.	\N	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
512	1.3.99.-	With other acceptors.	\N	\N	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
513	5.4.2.8	Phosphomannomutase.	D-mannose 1-phosphate = D-mannose 6-phosphate.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
516	4.1.1.37	Uroporphyrinogen decarboxylase.	Uroporphyrinogen-III = coproporphyrinogen + 4 CO(2).	\N	Porphyria cutanea tarda; MIM:176090. Porphyria, hepatoerythropoietic; MIM:176100.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
525	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N
532	2.3.1.88	Peptide alpha-N-acetyltransferase.	Acetyl-CoA + peptide = CoA + N-acetylpeptide.	\N	\N	\N	\N	\N
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Fatty acid biosynthesis (path 2)	Lipid Metabolism	METABOLIC
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Synthesis and degradation of ketone bodies	Lipid Metabolism	METABOLIC
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
536	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.	\N	Alpha-methylacetoaceticaciduria; MIM:203750.	Lysine degradation	Amino Acid Metabolism	METABOLIC
553	3.1.2.6	Hydroxyacylglutathione hydrolase.	(S)-(2-hydroxyacyl)glutathione + H(2)O = glutathione + a 2-hydroxy acid anion.	\N	Glyoxalase II deficiency; MIM:138760.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
554	3.1.2.6	Hydroxyacylglutathione hydrolase.	(S)-(2-hydroxyacyl)glutathione + H(2)O = glutathione + a 2-hydroxy acid anion.	\N	Glyoxalase II deficiency; MIM:138760.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
562	2.7.7.2	FMN adenylyltransferase.	ATP + FMN = diphosphate + FAD.	\N	\N	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
564	2.7.1.100	5-methylthioribose kinase.	ATP + S(5)-methyl-5-thio-D-ribose = ADP + S(5)-methyl-5-thio-D-ribose 1-phosphate.	\N	\N	\N	\N	\N
565	2.1.1.35	tRNA (uracil-5-)-methyltransferase.	S-adenosyl-L-methionine + tRNA = S-adenosyl-L-homocysteine + tRNA containing thymine.	\N	\N	\N	\N	\N
568	3.2.1.-	Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
568	3.2.1.-	Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl	\N	\N	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
568	3.2.1.-	Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
568	3.2.1.-	Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl	\N	\N	\N	Glycosaminoglycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
571	1.3.1.33	Protochlorophyllide reductase.	Chlorophyllide A + NADP(+) = protochlorophyllide + NADPH.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
582	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
582	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
582	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
582	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
595	3.5.1.5	Urease.	Urea + H(2)O = CO(2) + 2 NH(3).	Nickel.	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
595	3.5.1.5	Urease.	Urea + H(2)O = CO(2) + 2 NH(3).	Nickel.	\N	Atrazine degradation	Biodegradation of Xenobiotics	METABOLIC
595	3.5.1.5	Urease.	Urea + H(2)O = CO(2) + 2 NH(3).	Nickel.	\N	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
597	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N
629	5.4.2.3	Phosphoacetylglucosamine mutase.	N-acetyl-D-glucosamine 1-phosphate = N-acetyl-D-glucosamine 6-phosphate.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
648	2.7.9.3	Selenide,water dikinase.	ATP + selenide + H(2)O = AMP + selenophosphate + phosphate.	Magnesium.	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
655	3.6.3.6	Proton-exporting ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	Magnesium.	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
656	3.6.3.6	Proton-exporting ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	Magnesium.	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
657	3.6.3.6	Proton-exporting ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	Magnesium.	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
663	5.4.99.7	Lanosterol synthase.	(S)-2,3-epoxysqualene = lanosterol.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
674	1.1.1.30	3-hydroxybutyrate dehydrogenase.	(R)-3-hydroxybutanoate + NAD(+) = acetoacetate + NADH.	\N	\N	Synthesis and degradation of ketone bodies	Lipid Metabolism	METABOLIC
674	1.1.1.30	3-hydroxybutyrate dehydrogenase.	(R)-3-hydroxybutanoate + NAD(+) = acetoacetate + NADH.	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
679	4.2.1.47	GDP-mannose 4,6-dehydratase.	GDP-mannose = GDP-4-dehydro-6-deoxy-D-mannose + H(2)O.	NAD.	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
687	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
691	1.3.3.3	Coproporphyrinogen oxidase.	Coproporphyrinogen-III + O(2) = protoporphyrinogen-IX + 2 CO(2).	Iron.	Coproporphyria; MIM:121300.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
695	1.1.1.60	2-hydroxy-3-oxopropionate reductase.	(R)-glycerate + NAD(P)(+) = 2-hydroxy-3-oxopropanoate + NAD(P)H.	\N	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
697	2.1.1.107	Uroporphyrin-III C-methyltransferase.	2 S-adenosyl-L-methionine + uroporphyrin III = 2 S-adenosyl-L- homocysteine + sirohydrochlorin.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
704	2.7.9.1	Pyruvate,phosphate dikinase.	ATP + pyruvate + phosphate = AMP + phosphoenolpyruvate + diphosphate.	\N	\N	Carbon fixation	Energy Metabolism	METABOLIC
704	2.7.9.1	Pyruvate,phosphate dikinase.	ATP + pyruvate + phosphate = AMP + phosphoenolpyruvate + diphosphate.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
705	2.7.9.1	Pyruvate,phosphate dikinase.	ATP + pyruvate + phosphate = AMP + phosphoenolpyruvate + diphosphate.	\N	\N	Carbon fixation	Energy Metabolism	METABOLIC
705	2.7.9.1	Pyruvate,phosphate dikinase.	ATP + pyruvate + phosphate = AMP + phosphoenolpyruvate + diphosphate.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
720	3.1.2.1	Acetyl-CoA hydrolase.	Acetyl-CoA + H(2)O = CoA + acetate.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	1,2-Dichloroethane degradation	Biodegradation of Xenobiotics	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Histidine metabolism	Amino Acid Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Lysine degradation	Amino Acid Metabolism	METABOLIC
727	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
730	3.4.24.56	Insulysin.	Degradation of insulin, glucagon and other polypeptides. No action on proteins.	Zinc.	\N	\N	\N	\N
733	1.1.1.65	Pyridoxine 4-dehydrogenase.	Pyridoxine + NADP(+) = pyridoxal + NADPH.	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
736	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
738	3.6.1.1	Inorganic pyrophosphatase.	Diphosphate + H(2)O = 2 phosphate.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
754	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase.	D-glucose 6-phosphate + NADP(+) = D-glucono-1,5-lactone 6-phosphate + NADPH.	\N	Hemolytic anemia due to G6PD deficiency; MIM:305900.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
754	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase.	D-glucose 6-phosphate + NADP(+) = D-glucono-1,5-lactone 6-phosphate + NADPH.	\N	Hemolytic anemia due to G6PD deficiency; MIM:305900.	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
756	3.4.24.64	Mitochondrial processing peptidase.	Release of N-terminal transit peptides from precursor proteins imported into the mitochondrion, typically with Arg in position P2.	Zinc.	\N	\N	\N	\N
770	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase.	N-acetyl-L-glutamate 5-semialdehyde + NADP(+) + phosphate = N-acetyl-5-glutamyl phosphate + NADPH.	\N	\N	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
772	3.2.2.-	Hydrolyzing N-glycosyl compounds.	\N	\N	\N	\N	\N	\N
775	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
776	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
776	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
783	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
787	1.6.2.2	Cytochrome-b5 reductase.	NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.	FAD.	Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.	\N	\N	\N
788	2.1.1.137	Arsenite methyltransferase.	S-adenosyl-L-methionine + arsenite = S-adenosyl-L-homocysteine + methylarsonate.	\N	\N	\N	\N	\N
795	6.1.1.11	Serine--tRNA ligase.	ATP + L-serine + tRNA(Ser) = AMP + diphosphate + L-seryl-tRNA(Ser).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
795	6.1.1.11	Serine--tRNA ligase.	ATP + L-serine + tRNA(Ser) = AMP + diphosphate + L-seryl-tRNA(Ser).	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
798	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N
803	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
809	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
810	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.	\N	\N	\N	\N	\N
815	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
820	1.14.11.2	Procollagen-proline,2-oxoglutarate-4-dioxygenase.	Procollagen L-proline + 2-oxoglutarate + O(2) = procollagen trans-4- hydroxy-L-proline + succinate + CO(2).	Iron; Ascorbate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
822	3.2.1.106	Mannosyl-oligosaccharide glucosidase.	Exohydrolysis of the non-reducing terminal glucose residue in the mannosyl-oligosaccharide Glc(3)Man(9)GlcNAc(2).	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
823	6.2.1.-	Acid--thiol ligases.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
823	6.2.1.-	Acid--thiol ligases.	\N	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
824	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
827	6.3.2.17	Folylpolyglutamate synthase.	ATP + {tetrahydrofolyl-[Glu]}(N) + L-glutamate = ADP + phosphate + {tetrahydrofolyl-[Glu]}(N+1).	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
828	1.10.2.2	Ubiquinol--cytochrome c reductase.	QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
835	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
835	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
835	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
835	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Thiamine metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
835	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
835	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
842	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N
850	6.5.1.4	RNA-3prime-phosphate cyclase.	ATP + RNA 3prime-terminal-phosphate = AMP + diphosphate + RNA terminal- 2prime,3prime-cyclic-phosphate.	\N	\N	\N	\N	\N
865	2.7.1.67	1-phosphatidylinositol 4-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 4-phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
873	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.	\N	\N	\N	\N	\N
876	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.	\N	Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Glycosaminoglycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
876	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.	\N	Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
876	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.	\N	Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
